boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same
57445187584,17461243222,8457789750,545663914,8457789558,8176628797,281160953,8185696664,272093086,8176628797,8176628797,0,281151882,9067855,272084027,9071,12,9059,8176628797,0,272548270,263758117,8512525,8237732,91087,88178,527543931,18119983,528128872,17535042,527543931,527543931,0,18119432,584940,17534492,551,1,550,527543931,0,17591031,17023218,525856,508818,2545,2456
57713623040,17542837782,8497312214,548213760,8497311808,8214837088,282475126,8223947053,273365161,8214837088,8214837088,0,282466012,9109953,273356059,9114,12,9102,8214837088,0,273821329,264990357,8553044,8276990,91639,88712,530008938,18204822,530596673,17617087,530008938,530008938,0,18204268,587734,17616534,554,1,553,530008938,0,17673324,17102786,528375,511268,2569,2480
57982058496,17624432393,8536834548,550763564,8536834281,8253045210,283789338,8262197419,274637129,8253045210,8253045210,0,283780182,9152196,274627986,9156,13,9143,8253045210,0,275094282,266222456,8593672,8316242,92228,89288,532474031,18289533,533064496,17699068,532474031,532474031,0,18288977,590464,17698513,556,1,555,532474031,0,17755489,17182288,530901,513727,2587,2498
58250493952,17706027143,8576357072,553313436,8576356635,8291255350,285101722,8300449530,275907542,8291255350,8291255350,0,285092539,9194167,275898372,9183,13,9170,8291255350,0,276365334,267452872,8634374,8355632,92831,89868,534939337,18374099,535532644,17780792,534939337,534939337,0,18373539,593306,17780233,560,1,559,534939337,0,17837370,17261428,533566,516292,2603,2513
58518929408,17787621655,8615879362,555863225,8615879068,8329465906,286413456,8338702209,277177153,8329465906,8329465906,0,286404237,9236289,277167948,9219,14,9205,8329465906,0,277636100,268682794,8674666,8394657,93471,90497,537403964,18459261,537999971,17863254,537403964,537403964,0,18458697,596006,17862691,564,1,563,537403964,0,17919931,17341355,536144,518805,2622,2531
58787364864,17869216228,8655401806,558413062,8655401360,8367675263,287726543,8376954063,278447743,8367675263,8367675263,0,287717286,9278786,278438500,9257,14,9243,8367675263,0,278907813,269913297,8715405,8434134,94068,91069,539869208,18543854,540467955,17945107,539869208,539869208,0,18543290,598746,17944544,564,1,563,539869208,0,18001974,17420741,538681,521259,2635,2544
59055800320,17950810892,8694924233,560962893,8694923766,8405882246,289041987,8415203498,279720735,8405882246,8405882246,0,289032682,9321238,279711444,9305,14,9291,8405882246,0,280181750,271146110,8756218,8473645,94714,91689,542334185,18628708,542935700,18027193,542334185,542334185,0,18628144,601514,18026630,564,1,563,542334185,0,18084163,17500249,541328,523819,2653,2562
59324235776,18032405471,8734446721,563512697,8734446053,8444089334,290357387,8453452827,280993894,8444089334,8444089334,0,290348040,9363479,280984561,9347,14,9333,8444089334,0,281455807,272379235,8796915,8513059,95318,92267,544798674,18714023,545402880,18109817,544798674,544798674,0,18713459,604205,18109254,564,1,563,544798674,0,18166856,17580319,543928,526351,2675,2584
59592671232,18114000070,8773968959,566062540,8773968571,8482296996,291671963,8491702922,282266037,8482296996,8482296996,0,291662571,9405912,282256659,9392,14,9378,8482296996,0,282729137,273611472,8837570,8552388,95864,92799,547263902,18798638,547870916,18191624,547263902,547263902,0,18798072,607013,18191059,566,1,565,547263902,0,18248889,17659615,546487,528841,2696,2603
59861106688,18195594638,8813491302,568612388,8813490948,8520505625,292985677,8529954010,283537292,8520505625,8520505625,0,292976249,9448371,283527878,9428,14,9414,8520505625,0,284001268,274842532,8878498,8591949,96483,93397,549729169,18883219,550338786,18273602,549729169,549729169,0,18882651,609616,18273035,568,1,567,549729169,0,18330938,17739145,549002,531272,2711,2618
60129542144,18277189173,8853013743,571162214,8853013216,8558712643,294301100,8568203241,284810502,8558712643,8558712643,0,294291620,9490584,284801036,9480,14,9466,8558712643,0,285275742,276076107,8918800,8630957,97078,93972,552193960,18968254,552806273,18355941,552193960,552193960,0,18967684,612312,18355372,570,1,569,552193960,0,18413367,17818962,551586,533774,2731,2636
60397977600,18358783734,8892536185,573712011,8892535538,8596920953,295615232,8606454195,286081990,8596920953,8596920953,0,295605705,9533228,286072477,9527,14,9513,8596920953,0,286548219,277307243,8959807,8670679,97679,94555,554659124,19052887,555274248,18437763,554659124,554659124,0,19052315,615123,18437192,572,1,571,554659124,0,18495391,17898259,554173,536278,2751,2655
60666413056,18440378331,8932058594,576261794,8932057943,8635127737,296930857,8644703292,287355302,8635127737,8635127737,0,296921284,9575540,287345744,9573,15,9558,8635127737,0,287822920,278540940,9000103,8709684,98261,95120,557123966,19137828,557741864,18519930,557123966,557123966,0,19137252,617897,18519355,576,1,575,557123966,0,18577615,17977795,556862,538881,2775,2679
60934848512,18521972891,8971580855,578811650,8971580386,8673336156,298244699,8682954035,288626820,8673336156,8673336156,0,298235086,9617864,288617222,9613,15,9598,8673336156,0,289095531,279772559,9040705,8748973,98850,95690,559589514,19222136,560210118,18601532,559589514,559589514,0,19221557,620603,18600954,579,1,578,559589514,0,18659337,18056902,559432,541363,2788,2689
61203283968,18603567506,9011103204,581361525,9011102777,8711543321,299559883,8721203479,289899725,8711543321,8711543321,0,299550229,9660143,289890086,9654,15,9639,8711543321,0,290368959,281005087,9081839,8788745,99431,96254,562054205,19307320,562677511,18684014,562054205,562054205,0,19306736,623305,18683431,584,1,583,562054205,0,18741800,18136747,562129,543976,2807,2708
61471719424,18685162083,9050625504,583911330,9050625249,8749751355,300874149,8759454250,291171254,8749751355,8749751355,0,300864445,9702879,291161566,9704,16,9688,8749751355,0,291642027,282236756,9122386,8827971,100032,96839,564518642,19392688,565144692,18766638,564518642,564518642,0,19392103,626049,18766054,585,1,584,564518642,0,18824566,18216855,564712,546473,2825,2726
61740154880,18766756614,9090147870,586461135,9090147609,8787960176,302187694,8797705790,292442080,8787960176,8787960176,0,302177941,9745598,292432343,9753,16,9737,8787960176,0,292914295,283467677,9163025,8867256,100621,97410,566983930,19477205,567612743,18848392,566983930,566983930,0,19476618,628812,18847806,587,1,586,566983930,0,18906544,18296149,567235,548917,2839,2740
62008590336,18848351190,9129670070,589010956,9129670164,8826168667,303501403,8835956645,293713425,8826168667,8826168667,0,303491606,9787961,293703645,9797,17,9780,8826168667,0,294186835,284699156,9203568,8906518,101203,97971,569449109,19561847,570080665,18930291,569449109,569449109,0,19561258,631555,18929703,589,1,588,569449109,0,18988623,18375581,569772,551359,2863,2763
62277025792,18929945787,9169192547,591560782,9169192458,8864377342,304815205,8874207634,294984913,8864377342,8864377342,0,304805362,9830275,294975087,9843,17,9826,8864377342,0,295459701,285930996,9243858,8945541,101803,98550,571914491,19646291,572548744,19012038,571914491,571914491,0,19645699,634252,19011447,592,1,591,571914491,0,19070570,18454915,572255,553758,2874,2774
62545461248,19011540383,9208714924,594110623,9208714836,8902586284,306128640,8912458703,296256221,8902586284,8902586284,0,306118750,9872402,296246348,9890,17,9873,8902586284,0,296732219,287162679,9284095,8984508,102436,99161,574379910,19730713,575016914,19093709,574379910,574379910,0,19730120,637003,19093117,593,1,592,574379910,0,19152343,18534035,574887,556293,2890,2789
62813896704,19093134992,9248237249,596660437,9248237306,8940795637,307441612,8950710277,297526972,8940795637,8940795637,0,307431668,9914623,297517045,9944,17,9927,8940795637,0,298003956,288393513,9324614,9023730,103098,99802,576845262,19815175,577484949,19175488,576845262,576845262,0,19814576,639686,19174890,599,1,598,576845262,0,19234270,18613369,577400,558716,2906,2805
63082332160,19174729697,9287759699,599210301,9287759697,8979004179,308755520,8988961203,298798496,8979004179,8979004179,0,308745532,9957007,298788525,9988,17,9971,8979004179,0,299276733,289625269,9365077,9062852,103722,100404,579310459,19899842,579952998,19257303,579310459,579310459,0,19899238,642538,19256700,604,1,603,579310459,0,19316325,18692651,579985,561223,2928,2826
63350767616,19256324219,9327282066,601760149,9327282004,9017212775,310069291,9027212070,300069996,9017212775,9017212775,0,310059264,9999278,300059986,10027,17,10010,9017212775,0,300549589,290857135,9405384,9101890,104291,100961,581775808,19984341,582421077,19339072,581775808,581775808,0,19983733,645268,19338465,608,1,607,581775808,0,19398285,18771967,582500,563652,2948,2846
63619203072,19337918847,9366804373,604309987,9366804487,9055422578,311381795,9065464120,301340253,9055422578,9055422578,0,311371730,10041525,301330205,10065,17,10048,9055422578,0,301820707,292087339,9446150,9141332,104873,101534,584240588,20069399,584888529,19421458,584240588,584240588,0,20068790,647940,19420850,609,1,608,584240588,0,19480741,18851826,585081,566158,2968,2866
63887638528,19419513406,9406326797,606859814,9406326795,9093631229,312695568,9103714767,302612030,9093631229,9093631229,0,312685466,10083521,302601945,10102,17,10085,9093631229,0,303092901,293318765,9486995,9180969,105570,102211,586705808,20154006,587356581,19503233,586705808,586705808,0,20153396,650772,19502624,610,1,609,586705808,0,19562845,18931188,587564,568552,2987,2884
64156073984,19501107997,9445849145,609409633,9445849219,9131838736,314010409,9141965062,303884083,9131838736,9131838736,0,314000278,10126309,303873969,10131,17,10114,9131838736,0,304366136,294550547,9527974,9220634,106168,102788,589170740,20238893,589824361,19585272,589170740,589170740,0,20238280,653620,19584660,613,1,612,589170740,0,19645117,19010695,590160,571066,3003,2899
64424509440,19582702527,9485371522,611959469,9485371536,9170044850,315326672,9180213715,305157807,9170044850,9170044850,0,315316501,10168848,305147653,10171,17,10154,9170044850,0,305641054,295784247,9568659,9260018,106788,103388,591635867,20323602,592292266,19667203,591635867,591635867,0,20322985,656398,19666587,617,1,616,591635867,0,19727231,19090125,592725,573537,3029,2925
64692944896,19664297167,9524893880,614509308,9524893979,9208254855,316639025,9218466183,306427697,9208254855,9208254855,0,316628816,10211311,306417505,10209,17,10192,9208254855,0,306912470,297014510,9608945,9299014,107401,103981,594100825,20408483,594760023,19749285,594100825,594100825,0,20407861,659197,19748664,622,1,621,594100825,0,19809561,19169739,595251,575980,3049,2945
64961380352,19745891680,9564416369,617059117,9564416194,9246463739,317952630,9256717339,307699030,9246463739,9246463739,0,317942374,10253583,307688791,10256,17,10239,9246463739,0,308184928,298246018,9649414,9338180,108032,104593,596565908,20493209,597227778,19831339,596565908,596565908,0,20492584,661869,19830715,625,1,624,596565908,0,19891643,19249245,597872,578505,3069,2965
65229815808,19827486267,9603938621,619608972,9603938674,9284670548,319268073,9294966476,308972145,9284670548,9284670548,0,319257770,10295911,308961859,10303,17,10286,9284670548,0,309458863,299478914,9690249,9377743,108658,105202,599030945,20578027,599695535,19913437,599030945,599030945,0,20577397,664589,19912808,630,1,629,599030945,0,19973799,19328764,600509,581059,3089,2985
65498251264,19909080872,9643461048,622158829,9643460995,9322877084,320583964,9333215433,310245615,9322877084,9322877084,0,320573624,10338332,310235292,10340,17,10323,9322877084,0,310733360,300712323,9731004,9417182,109260,105787,601495885,20662944,602163119,19995710,601495885,601495885,0,20662310,667233,19995077,634,1,633,601495885,0,20056094,19408505,603098,583558,3118,3014
65766686720,19990675453,9682983481,624708641,9682983331,9361084291,321899190,9371465200,311518281,9361084291,9361084291,0,321888802,10380892,311507910,10388,17,10371,9361084291,0,312006821,301944542,9772101,9456981,109880,106387,603960835,20747806,604630748,20077893,603960835,603960835,0,20747167,669912,20077255,639,1,638,603960835,0,20138351,19488169,605682,586056,3134,3030
66035122176,20072270080,9722505900,627258462,9722505718,9399292499,323213401,9409715542,312790358,9399292499,9399292499,0,323202973,10423026,312779947,10428,17,10411,9399292499,0,313279708,303176637,9812769,9496328,110496,106982,606425674,20832788,607098288,20160174,606425674,606425674,0,20832143,672613,20159530,645,1,644,606425674,0,20220735,19567935,608256,588547,3152,3048
66303557632,20153864747,9762028294,629808286,9762028167,9437500465,324527829,9447966018,314062276,9437500465,9437500465,0,324517352,10465536,314051816,10477,17,10460,9437500465,0,314553321,304409033,9852964,9535249,111067,107534,608890484,20917802,609565873,20242413,608890484,608890484,0,20917155,675388,20241767,647,1,646,608890484,0,20303213,19647718,610773,590985,3169,3064
66571993088,20235459379,9801550697,632358115,9801550567,9475708586,325842111,9486216597,315334100,9475708586,9475708586,0,325831584,10507994,315323590,10527,17,10510,9475708586,0,315826656,305641238,9893285,9574266,111643,108086,611355430,21002685,612033519,20324596,611355430,611355430,0,21002036,678088,20323948,649,1,648,611355430,0,20385553,19727441,613297,593427,3186,3080
66840428544,20317053854,9841072915,634907945,9841072994,9513916136,327156779,9524466983,316605932,9513916136,9513916136,0,327146210,10550830,316595380,10569,17,10552,9513916136,0,317100055,306873153,9933904,9613553,112251,108674,613820835,21087110,614501657,20406288,613820835,613820835,0,21086459,680821,20405638,651,1,650,613820835,0,20467356,19806595,615895,595942,3208,3101
67108864000,20398648519,9880595401,637457757,9880595361,9552125082,328470319,9562718308,317877093,9552125082,9552125082,0,328459702,10593209,317866493,10617,17,10600,9552125082,0,318372214,308104254,9974635,9652986,112853,109253,616286137,21171620,616969738,20488019,616286137,616286137,0,21170967,683600,20487367,653,1,652,616286137,0,20549319,19885852,618425,598399,3223,3116
67377299456,20480243151,9920117775,640007627,9920117749,9590334369,329783406,9600970011,319147764,9590334369,9590334369,0,329772753,10635625,319137128,10653,17,10636,9590334369,0,319644066,309334988,10015194,9692273,113493,109867,618751534,21256093,619437879,20569748,618751534,618751534,0,21255436,686344,20569092,657,1,656,618751534,0,20631191,19965059,620997,600892,3248,3141
67645734912,20561837715,9959640086,642557444,9959640185,9628540192,331099894,9639218175,320421911,9628540192,9628540192,0,331089210,10677966,320411244,10684,17,10667,9628540192,0,320919340,310569206,10055693,9731507,114177,110531,621217003,21340441,621906098,20651346,621217003,621217003,0,21339778,689094,20650684,663,1,662,621217003,0,20713003,20044212,623508,603313,3267,3159
67914170368,20643432289,9999162552,645107283,9999162454,9666747615,332414937,9677468095,321694457,9666747615,9666747615,0,332404224,10720463,321683761,10713,17,10696,9666747615,0,322193118,311801830,10096272,9770769,114834,111162,623682095,21425188,624373832,20733451,623682095,623682095,0,21424522,691736,20732786,666,1,665,623682095,0,20795163,20123808,626077,605805,3282,3173
68182605824,20725026841,10038684947,647657128,10038684766,9704955061,333729886,9715717884,322967063,9704955061,9704955061,0,333719124,10762806,322956318,10762,17,10745,9704955061,0,323466979,313034670,10136676,9809872,115469,111776,626146893,21510235,626841436,20815692,626146893,626146893,0,21509567,694542,20815025,668,1,667,626146893,0,20877616,20203544,628650,608290,3301,3191
68451041280,20806621474,10078207372,650206976,10078207126,9743163970,335043402,9753968781,324238591,9743163970,9743163970,0,335032588,10804794,324227794,10814,17,10797,9743163970,0,324739504,314266506,10177014,9848924,116070,112364,628611483,21595493,629308841,20898135,628611483,628611483,0,21594823,697357,20897466,670,1,669,628611483,0,20960217,20283413,631283,610840,3323,3213
68719476736,20888215948,10117729687,652756785,10117729476,9781371900,336357787,9792219068,325510619,9781371900,9781371900,0,336346926,10847151,325499775,10861,17,10844,9781371900,0,326012590,315498607,10217629,9888192,116707,112976,631076459,21680326,631776513,20980272,631076459,631076459,0,21679654,700053,20979601,672,1,671,631076459,0,21042366,20362943,633949,613431,3339,3227
