boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same,ramified_cyclic_7,ramified_cyclic_7_rank_same
14763950080,4487702617,1869876078,747950459,1869876080,1423040253,446835825,1511645247,358230831,1423040253,1423040253,0,443051393,88454480,354596913,3783250,150495,3632755,1182,19,1163,1423040253,0,354598053,283800510,70919848,56762214,14183094,11353362,2821770,2257809,486145,389094,41434,33072,1049,852,0,0,569344805,178605654,604689753,143260706,569344805,569344805,0,177102747,35286716,141816031,1502510,58230,1444280,397,2,395,569344805,0,141785335,113531328,28355031,22708130,5669758,4541446,1114833,892715,168142,134738,9611,7642,37,32
15032385536,4569297319,1903873857,761549627,1903873835,1448912121,454961736,1539129350,364744507,1448912121,1448912121,0,451108192,90063954,361044238,3852341,153255,3699086,1203,20,1183,1448912121,0,361045566,288960909,72208700,57793214,14441473,11559789,2872922,2298581,495954,396931,42505,33942,1072,872,0,0,579693212,181856415,615681572,145868055,579693212,579693212,0,180326037,35929032,144397005,1529973,59326,1470647,405,2,403,579693212,0,144365595,115597057,28870002,23120600,5773330,4624537,1135467,909276,171709,137631,9893,7868,41,36
15300820992,4650891933,1937871601,775148730,1937871602,1474782574,463089027,1566611903,371259698,1474782574,1474782574,0,459166594,91673274,367493320,3921200,156035,3765165,1233,20,1213,1474782574,0,367492445,294119578,73499788,58826788,14699507,11766748,2924380,2339741,505792,404783,43572,34778,1110,904,0,0,590043992,185104738,626676090,148472640,590043992,590043992,0,183547218,36571694,146975524,1557108,60402,1496706,412,2,410,590043992,0,146943568,117660411,29385350,23533431,5876876,4707437,1155992,925661,175213,140456,10178,8092,41,36
15569256448,4732486599,1971869403,788747870,1971869326,1500650165,471219238,1594093782,377775621,1500650165,1500650165,0,467227329,93284818,373942511,3990648,158778,3831870,1261,21,1240,1500650165,0,373940860,299279111,74792007,59860402,14957418,11973121,2975639,2380687,515555,412575,44711,35686,1139,929,0,0,600392117,188355753,637666462,151081408,600392117,600392117,0,186770209,37212889,149557320,1585121,61454,1523667,423,2,421,600392117,0,149523778,119727619,29900888,23946288,5979705,4789636,1176621,942188,178703,143228,10467,8319,47,42
15837691904,4814081145,2005867073,802346938,2005867134,1526512446,479354627,1621568542,384298531,1526512446,1526512446,0,475293421,94894508,380398913,4059927,161566,3898361,1279,22,1257,1526512446,0,380394629,304444762,76083411,60893969,15216081,12180390,3026964,2421856,525311,420367,45851,36610,1174,959,0,0,610743596,191603342,648661470,153685468,610743596,610743596,0,189990072,37855250,152134822,1612841,62622,1550219,429,2,427,610743596,0,152099459,121789053,30416805,24359753,6083469,4872677,1197327,958733,182196,145997,10765,8564,51,45
16106127360,4895675740,2039864811,815946042,2039864887,1552380153,487484658,1649049298,390815513,1552380153,1552380153,0,483354162,96504696,386849466,4129188,164426,3964762,1308,23,1285,1552380153,0,386843741,309605738,77374167,61926683,15474319,12387076,3078572,2463088,535121,428326,47038,37573,1204,982,0,0,621092676,194853366,659653706,156292336,621092676,621092676,0,193212537,38497292,154715245,1640393,63736,1576657,436,2,434,621092676,0,154678448,123854546,30932605,24772557,6186573,4955175,1218029,975281,185772,148839,11051,8794,59,53
16374562816,4977270342,2073862574,829545106,2073862662,1578245883,495616691,1676527731,397334843,1578245883,1578245883,0,491416375,98114615,393301760,4198982,167209,4031773,1334,24,1310,1578245883,0,393295826,314769467,78664028,62958816,15731985,12593562,3130004,2504142,545128,436311,48168,38457,1236,1005,0,0,631439047,198106059,670644272,158900834,631439047,631439047,0,196437655,39140414,157297241,1667962,64809,1603153,442,2,440,631439047,0,157259724,125921036,31449550,25186364,6289018,5037303,1238640,991779,189315,151677,11341,9022,67,60
16642998272,5058864917,2107860343,843144176,2107860398,1604112128,503748215,1704007418,403852925,1604112128,1604112128,0,499478728,99725272,399753456,4268139,169994,4098145,1348,24,1324,1604112128,0,399746559,319930554,79954166,63992195,15990898,12800783,3181546,2545270,554978,444255,49316,39372,1265,1027,0,0,641783844,201360332,681634110,161510066,641783844,641783844,0,199664239,39784369,159879870,1695643,65895,1629748,450,2,448,641783844,0,159841353,127987602,31966780,25600092,6392078,5119978,1259411,1008341,192899,154533,11646,9261,72,63
16911433728,5140459585,2141858131,856743280,2141858174,1629973768,511884363,1731482601,410375530,1629973768,1629973768,0,507545692,101336045,406209647,4337294,172764,4164530,1377,24,1353,1629973768,0,406201146,325096549,81245692,65025422,16248944,13007358,3233293,2586796,564828,452163,50488,40301,1301,1058,0,0,652129046,204614234,692623866,164119414,652129046,652129046,0,202890455,40427836,162462619,1723322,66982,1656340,457,2,455,652129046,0,162423474,130054537,32482998,26013515,6495417,5202790,1280095,1024872,196444,157328,11951,9510,76,67
17179869184,5222054160,2175855928,870342336,2175855896,1655842170,520013758,1758962816,416893112,1655842170,1655842170,0,515605462,102945141,412660321,4406897,175481,4231416,1399,24,1375,1655842170,0,412649183,330257434,82537225,66058804,16506722,13213604,3284619,2628050,574685,460081,51695,41260,1333,1088,0,0,662476334,207866002,703616668,166725668,662476334,662476334,0,206114603,41072238,165042365,1750925,68094,1682831,474,2,472,662476334,0,165004132,132119458,32999101,26426441,6598443,5285237,1300669,1041290,199949,160131,12225,9734,84,74
17448304640,5303648711,2209853662,883941496,2209853553,1681706388,528147274,1786441739,423411923,1681706388,1681706388,0,523670132,104557146,419112986,4475720,178180,4297540,1422,25,1397,1681706388,0,419103486,335421551,83827067,67091029,16764690,13419936,3336028,2669137,584592,468003,52913,42226,1356,1104,0,0,672821108,211120388,714607353,169334143,672821108,672821108,0,209341466,41717038,167624428,1778430,69205,1709225,492,2,490,672821108,0,167587018,134186231,33515633,26839724,6701129,5367374,1321509,1058026,203549,163021,12536,9970,92,82
17716740096,5385243285,2243851439,897540501,2243851345,1707572410,536279029,1813918847,429932592,1707572410,1707572410,0,531732800,106165445,425567355,4544787,180967,4363820,1442,25,1417,1707572410,0,425558495,340589411,85114393,68121121,17022405,13626199,3387673,2710516,594317,475778,54132,43202,1385,1128,0,0,683170867,214369634,725600725,171939776,683170867,683170867,0,212562926,42359569,170203357,1806205,70287,1735918,503,2,501,683170867,0,170165312,136249838,34031633,27252922,6803751,5449760,1342222,1074665,207063,165867,12845,10217,100,88
17985175552,5466837906,2277849158,911139627,2277849121,1733437808,544411350,1841397539,436451619,1733437808,1733437808,0,539796571,107776056,432020515,4613316,183650,4429666,1463,25,1438,1733437808,0,432010048,345752977,86405066,69153709,17281156,13833009,3439574,2751986,604038,483573,55272,44107,1417,1154,0,0,693521159,217618468,736595217,174544410,693521159,693521159,0,215784130,43002709,172781421,1833829,71347,1762482,509,2,507,693521159,0,172742220,138312098,34548122,27666311,6906685,5532177,1363147,1091497,210698,168777,13155,10470,103,91
18253611008,5548432510,2311846826,924738777,2311846907,1759302903,552543923,1868874575,442972251,1759302903,1759302903,0,547860339,109385339,438475000,4682101,186308,4495793,1483,25,1458,1759302903,0,438462168,350917488,87695305,70186542,17540001,14040200,3491141,2793115,613799,491387,56473,45083,1452,1185,0,0,703869654,220869123,747588051,177150726,703869654,703869654,0,219007221,43645984,175361237,1861385,72411,1788974,517,2,515,703869654,0,175320127,140375788,35064477,28079528,7010715,5615254,1384020,1108159,214340,171730,13431,10679,111,99
18522046464,5630027122,2345844677,938337837,2345844608,1785170488,560674189,1896355738,449488939,1785170488,1785170488,0,555921368,110996193,444925175,4751312,189032,4562280,1509,25,1484,1785170488,0,444913201,356079288,88983780,71218162,17798559,14246637,3542789,2834363,623821,499434,57713,46067,1505,1224,0,0,714218768,224119069,758581271,179756566,714218768,714218768,0,222229430,44288987,177940443,1889113,73514,1815599,526,2,524,714218768,0,177899208,142440627,35580350,28492095,7113236,5697343,1404783,1124694,217983,174642,13751,10936,119,106
18790481920,5711621736,2379842413,951936958,2379842365,1811037538,568804875,1923835828,456006585,1811037538,1811037538,0,563983369,112606471,451376898,4819979,191794,4628185,1527,25,1502,1811037538,0,451364849,361242757,90273781,72249873,18056266,14453093,3594381,2875631,633648,507287,58908,47007,1536,1250,0,0,724568682,227368276,769575478,182361480,724568682,724568682,0,225451096,44932180,180518916,1916644,74614,1842030,536,2,534,724568682,0,180476690,144503407,36096026,28904770,7216924,5780509,1425738,1141458,221543,177492,14052,11170,123,110
19058917376,5793216346,2413840171,965536057,2413840118,1836903510,576936661,1951313900,462526271,1836903510,1836903510,0,572046144,114215873,457830271,4888966,194492,4694474,1551,25,1526,1836903510,0,457814276,366404768,91565996,73283970,18314709,14660010,3646267,2917322,643232,514964,60101,47965,1563,1272,0,0,734920294,230615763,780572243,184963814,734920294,734920294,0,228671270,45576254,183095016,1943949,75693,1868256,544,2,542,734920294,0,183053876,146564780,36611488,29317456,7319950,5862942,1446396,1157997,225047,180287,14378,11434,135,120
19327352832,5874811010,2447837917,979135167,2447837926,1862770644,585067273,1978794095,469043822,1862770644,1862770644,0,580107765,115826132,464281633,4957935,197294,4760641,1573,25,1548,1862770644,0,464264311,371566264,92856876,74316669,18572835,14866877,3697712,2958723,653100,522840,61329,48955,1602,1305,0,0,745273402,233861765,791567794,187567373,745273402,745273402,0,231889655,46217609,185672046,1971563,76781,1894782,547,2,545,745273402,0,185628407,148625979,37127342,29730635,7423290,5945860,1467151,1174603,228642,183164,14684,11682,139,123
19595788288,5956405481,2481835600,992734275,2481835606,1888639975,593195625,2006278082,475557518,1888639975,1888639975,0,588167313,117437988,470729325,5026720,200093,4826627,1592,26,1566,1888639975,0,470713635,376725859,94146214,75347767,18830901,15073569,3749517,3000251,662868,530642,62543,49909,1635,1328,0,0,755624624,237109651,802562821,190171454,755624624,755624624,0,235110474,46860375,188250099,1998623,77820,1920803,554,2,552,755624624,0,188205514,150688438,37642486,30143426,7527246,6028960,1487762,1191113,232319,186091,15000,11943,147,128
19864223744,6038000059,2515833389,1006333370,2515833300,1914510060,601323329,2033762382,482071007,1914510060,1914510060,0,596226312,119049368,477176944,5095405,202928,4892477,1612,26,1586,1914510060,0,477161450,381884324,95436794,76380399,19089055,15280071,3800960,3041457,672625,538476,63753,50856,1675,1361,0,0,765971264,240362106,813553586,192779784,765971264,765971264,0,238335543,47503425,190832118,2025999,78894,1947105,564,3,561,765971264,0,190786201,152754493,38158692,30556756,7630734,6111753,1508541,1207815,235911,188984,15312,12185,152,132
20132659200,6119594638,2549831102,1019932486,2549831050,1940373640,609457462,2061240141,488590961,1940373640,1940373640,0,604290850,120660839,483630011,5164979,205635,4959344,1633,27,1606,1940373640,0,483614450,387048394,96726787,77412012,19347673,15486995,3852801,3083072,682446,546306,64977,51833,1716,1399,0,0,776320073,243612413,824546520,195385966,776320073,776320073,0,241558546,48146462,193412084,2053292,79982,1973310,575,3,572,776320073,0,193366295,154819829,38673561,30968801,7734299,6194687,1529099,1224341,239518,191861,15620,12433,154,132
20401094656,6201189142,2583828861,1033531500,2583828781,1966237878,617590983,2088719092,495109769,1966237878,1966237878,0,612355046,122272843,490082203,5234275,208344,5025931,1662,27,1635,1966237878,0,490066369,392209458,98017689,78445906,19606085,15693871,3904503,3124368,692420,554319,66226,52853,1754,1428,0,0,786670942,246860558,835541076,197990424,786670942,786670942,0,244779028,48789087,195989941,2080945,81044,1999901,585,3,582,786670942,0,195943812,156882835,39189055,31381365,7837270,6277349,1549557,1240677,243268,194914,15909,12667,157,134
20669530112,6282783755,2617826663,1047130563,2617826529,1992102207,625724456,2116197495,501629168,1992102207,1992102207,0,620419636,123884262,496535374,5303132,210998,5092134,1688,28,1660,1992102207,0,496520401,397373059,99306897,79478396,19864758,15900718,3956135,3165802,702262,562175,67392,53772,1791,1452,0,0,797018199,250112364,846531129,200599434,797018199,797018199,0,248003336,49430825,198572511,2108434,82102,2026332,594,3,591,797018199,0,198523810,158949634,39705252,31794654,7940455,6359901,1570521,1257415,246907,197846,16229,12923,162,138
20937965568,6364378340,2651824353,1060729677,2651824310,2017963259,633861094,2143672658,508151695,2017963259,2017963259,0,628487105,125495635,502991470,5372287,213736,5158551,1702,28,1674,2017963259,0,502976196,402539699,100597397,80510472,20122715,16107392,4008084,3207483,712255,570186,68638,54763,1820,1475,0,0,807368224,253361453,857524684,203204993,807368224,807368224,0,251224629,50073245,201151384,2136221,83212,2053009,603,3,600,807368224,0,201101690,161013739,40220790,32207107,8043550,6442351,1591308,1274089,250577,200777,16542,13177,172,144
21206401024,6445972916,2685822116,1074328732,2685822068,2043823269,641998847,2171147090,514675026,2043823269,2043823269,0,636555383,127107303,509448080,5441733,216490,5225243,1731,28,1703,2043823269,0,509433949,407708103,101887833,81542612,20380371,16313444,4059332,3248539,722155,578111,69874,55754,1869,1517,0,0,817716718,256612014,868516961,205811771,817716718,817716718,0,254447783,50715948,203731835,2163622,84291,2079331,609,4,605,817716718,0,203681044,163078534,40737267,32620758,8146311,6524450,1611863,1290709,254219,203769,16899,13464,180,151
21474836480,6527567585,2719819922,1087927893,2719819770,2069691815,650128107,2198629666,521190256,2069691815,2069691815,0,644615173,128718511,515896662,5511181,219312,5291869,1753,28,1725,2069691815,0,515883805,412868307,103176713,82574193,20638591,16520058,4111126,3289884,731891,585926,71129,56738,1918,1556,0,0,828063678,259864215,879509521,208418372,828063678,828063678,0,257672369,51360510,206311859,2191230,85329,2105901,616,4,612,828063678,0,206263174,165144750,41252510,33032814,8248889,6606513,1632476,1307163,257905,206715,17229,13749,186,155
21743271936,6609162256,2753817614,1101527050,2753817592,2095557661,658259953,2226109044,527708570,2095557661,2095557661,0,652677703,130329294,522348409,5580483,222061,5358422,1767,28,1739,2095557661,0,522333932,418029792,104466595,83606316,20897992,16727784,4162841,3331218,741942,593909,72448,57805,1953,1585,0,0,838414491,263112559,890502887,211024163,838414491,838414491,0,260892950,52002002,208890948,2218991,86390,2132601,618,4,614,838414491,0,208840583,167208709,41767928,33445698,8351977,6689057,1653095,1323657,261624,209658,17548,14005,195,164
22011707392,6690756766,2787815234,1115126160,2787815372,2121419258,666395976,2253583862,534231372,2121419258,2121419258,0,660744624,131939748,528804876,5649563,224828,5424735,1789,28,1761,2121419258,0,528785905,423193851,105759998,84641694,21156777,16934714,4214499,3372448,751700,601716,73742,58830,2003,1623,0,0,848760461,266365699,901494202,213631958,848760461,848760461,0,264118977,52646310,211472667,2246097,87427,2158670,625,4,621,848760461,0,211423157,169276177,42284045,33858371,8454443,6770839,1673959,1340255,265313,212612,17849,14238,211,175
22280142848,6772351339,2821813015,1128725228,2821813096,2147279370,674533645,2281056839,540756176,2147279370,2147279370,0,668813185,133549773,535263412,5718638,227667,5490971,1822,29,1793,2147279370,0,535241528,428360752,107051659,85676288,21415620,17141796,4265935,3413561,761351,609468,75034,59882,2058,1665,0,0,859105461,269619767,912482689,216242539,859105461,859105461,0,267345494,53288721,214056773,2273640,88503,2185137,633,4,629,859105461,0,214006417,171345089,42799262,34271160,8557708,6853388,1694731,1356877,268976,215565,18185,14515,215,179
22548578304,6853945901,2855810796,1142324292,2855810813,2173145814,682664982,2308536608,547274188,2173145814,2173145814,0,676875323,135160402,541714921,5787810,230363,5557447,1849,29,1820,2173145814,0,541693675,433523685,108340248,86707397,21674391,17349187,4317527,3454808,771150,617302,76233,60843,2099,1699,0,0,869451830,272872462,923473844,218850448,869451830,869451830,0,270570327,53932449,216637878,2301490,89561,2211929,645,4,641,869451830,0,216586689,173410292,43315742,34684552,8660981,6935943,1715493,1373593,272644,218502,18555,14809,223,187
