boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
56639881216,17216459493,7993356122,1229747123,7993356248,7331847159,661508963,7382715762,610640360,7331847159,7331847159,0,661207829,50866849,610340980,301133,1754,299379,1,0,1,7331847159,0,610776521,563786636,46966906,43356221,3369692,3110630,94667,87453,43,40,1128041240,101705883,1135862946,93884177,1128041240,1128041240,0,101660032,7821417,93838615,45851,289,45562,1128041240,0,93962536,86733485,7212504,6657470,477480,440736,7512,6924
56908316672,17298054028,8031239219,1235575356,8031239453,7366596076,664643143,7417705636,613533583,7366596076,7366596076,0,664340563,51107797,613232766,302579,1763,300816,1,0,1,7366596076,0,613669527,566457192,47189320,43561478,3386371,3126006,95301,88049,44,41,1133387545,102187811,1141246127,94329229,1133387545,1133387545,0,102141757,7858292,94283465,46054,290,45764,1133387545,0,94407583,87144380,7246657,6689080,479950,443030,7567,6975
57176752128,17379648671,8069122363,1241403553,8069122755,7401341378,667780985,7452691487,616430876,7401341378,7401341378,0,667476898,51348340,616128558,304086,1769,302317,1,0,1,7401341378,0,616565121,569130803,47412586,43767576,3403195,3141472,95951,88666,45,41,1138733647,102669906,1146629441,94774112,1138733647,1138733647,0,102623616,7895500,94728116,46290,294,45996,1138733647,0,94852741,87555179,7280888,6720672,482368,445244,7619,7021
57445187584,17461243222,8107005602,1247231704,8107005916,7436086549,670919053,7487677989,619327613,7436086549,7436086549,0,670613496,51589665,619023831,305556,1775,303781,1,0,1,7436086549,0,619461273,571804327,47635624,43973311,3419967,3156908,96587,89244,45,41,1144079566,103152138,1152012419,95219285,1144079566,1144079566,0,103105661,7932559,95173102,46477,294,46183,1144079566,0,95298141,87966291,7314961,6752161,484891,447583,7668,7067
57713623040,17542837782,8144888850,1253059889,8144889043,7470831503,674057347,7522663575,622225275,7470831503,7470831503,0,673750311,51830285,621920026,307035,1787,305248,1,0,1,7470831503,0,622358660,574479522,47857755,44178326,3436652,3172332,97197,89803,47,43,1149425174,103634715,1157395426,95664463,1149425174,1149425174,0,103588019,7969955,95618064,46696,297,46399,1149425174,0,95743494,88377111,7349436,6783972,487368,449864,7721,7117
57982058496,17624432393,8182772051,1258888091,8182772251,7505575624,677196427,7557649547,625122504,7505575624,7505575624,0,676887930,52072132,624815798,308496,1791,306705,1,0,1,7505575624,0,625255263,577152857,48081541,44384896,3453260,3187623,97819,90379,47,43,1154771058,104117033,1162778085,96110006,1154771058,1154771058,0,104070125,8006730,96063395,46908,297,46611,1154771058,0,96188825,88788515,7383692,6815553,489844,452170,7764,7157
58250493952,17706027143,8220655387,1264716274,8220655482,7540322722,680332665,7592637611,628017776,7540322722,7540322722,0,680022682,52313093,627709589,309982,1796,308186,1,0,1,7540322722,0,628149361,579824486,48304963,44591189,3469838,3202885,98472,90985,48,44,1160116321,104599953,1168160597,96555677,1160116321,1160116321,0,104552812,8043979,96508833,47141,297,46844,1160116321,0,96634424,89199714,7418205,6847396,492360,454510,7823,7213
58518929408,17787621655,8258538734,1270544390,8258538531,7575066889,683471845,7627622756,630915978,7575066889,7575066889,0,683160379,52554066,630606313,311465,1801,309664,1,0,1,7575066889,0,631047288,582500186,48527355,44796188,3486589,3218339,99099,91556,48,44,1165461456,105082934,1173542499,97001891,1165461456,1165461456,0,105035599,8080745,96954854,47335,298,47037,1165461456,0,97080462,89611731,7452369,6879003,494896,456862,7872,7258
58787364864,17869216228,8296421867,1276372602,8296421759,7609814101,686607766,7662610411,633811456,7609814101,7609814101,0,686294921,52794498,633500423,312844,1812,311032,1,0,1,7609814101,0,633942269,585172927,48749586,45001553,3503261,3233727,99756,92171,49,45,1170806004,105566598,1178924076,97448526,1170806004,1170806004,0,105519055,8117771,97401284,47543,301,47242,1170806004,0,97527095,90024131,7486600,6910641,497420,459188,7940,7324
59055800320,17950810892,8334305156,1282200752,8334304984,7644561081,689744075,7697598744,636706412,7644561081,7644561081,0,689429780,53035838,636393942,314294,1825,312469,1,0,1,7644561081,0,636836841,587844782,48972655,45207358,3519871,3249023,100362,92732,51,47,1176152811,106047941,1184307864,97892888,1176152811,1176152811,0,106000186,8154751,97845435,47755,302,47453,1176152811,0,97971533,90434393,7520696,6942112,499958,461551,7999,7379
59324235776,18032405471,8372188354,1288028934,8372188183,7679308553,692879801,7732587437,639600917,7679308553,7679308553,0,692564091,53277053,639287038,315709,1831,313878,1,0,1,7679308553,0,639732083,590517425,49194396,45411826,3536568,3264439,100993,93301,51,47,1181498925,106530009,1189690909,98338025,1181498925,1181498925,0,106482033,8191681,98290352,47976,303,47673,1181498925,0,98416998,90845638,7554602,6973508,502377,463773,8056,7433
59592671232,18114000070,8410071587,1293857102,8410071381,7714054216,696017371,7767574295,642497292,7714054216,7714054216,0,695700219,53518238,642181981,317151,1841,315310,1,0,1,7714054216,0,642626942,593189623,49418251,45618487,3553337,3279925,101635,93896,54,50,1186844281,107012821,1195073422,98783680,1186844281,1186844281,0,106964605,8228838,98735767,48216,303,47913,1186844281,0,98862848,91257125,7588804,7005125,504832,466022,8121,7495
59861106688,18195594638,8447954692,1299685282,8447954664,7748801260,699153432,7802562694,645391998,7748801260,7748801260,0,698834827,53759583,645075244,318604,1851,316753,1,0,1,7748801260,0,645521033,595860815,49641350,45824506,3570131,3295402,102256,94468,57,53,1192190306,107494976,1200456905,99228377,1192190306,1192190306,0,107446538,8266292,99180246,48438,307,48131,1192190306,0,99308118,91667722,7622912,7036655,507327,468321,8181,7548
60129542144,18277189173,8485837821,1305513497,8485837855,7783549277,702288544,7837551680,648286141,7783549277,7783549277,0,701968492,54000547,647967945,320051,1856,318195,1,0,1,7783549277,0,648414923,598532083,49863864,46030007,3586752,3310743,102896,95059,57,53,1197535893,107977604,1205839579,99673918,1197535893,1197535893,0,107928943,8303379,99625564,48661,307,48354,1197535893,0,99753561,92078973,7657393,7068453,509751,470537,8238,7601
60397977600,18358783734,8523721065,1311341641,8523721028,7818297091,705423974,7872540212,651180853,7818297091,7818297091,0,705102536,54241260,650861276,321437,1861,319576,1,0,1,7818297091,0,651308588,601203541,50086861,46235852,3603465,3326140,103563,95688,59,55,1202881622,108460019,1211222475,100119166,1202881622,1202881622,0,108411130,8340544,100070586,48889,309,48580,1202881622,0,100199000,92490040,7691601,7100068,512220,472811,8309,7667
60666413056,18440378331,8561604266,1317169826,8561604239,7853044183,708560083,7907528544,654075722,7853044183,7853044183,0,708237259,54482494,653754765,322823,1867,320956,1,0,1,7853044183,0,654202544,603874761,50310169,46441994,3620294,3341676,104191,96277,61,57,1208227015,108942811,1216605147,100564679,1208227015,1208227015,0,108893689,8377823,100515866,49122,309,48813,1208227015,0,100644936,92901432,7725680,7131599,514699,475106,8374,7729
60934848512,18521972891,8599487449,1322998033,8599487409,7887792461,711694988,7942517595,656969854,7887792461,7887792461,0,711370771,54723257,656647514,324216,1877,322339,1,0,1,7887792461,0,657096627,606546421,50532066,46646916,3637200,3357278,104816,96841,62,58,1213571970,109426063,1221987011,101011022,1213571970,1213571970,0,109376738,8414732,100962006,49325,309,49016,1213571970,0,101091367,93313808,7759838,7163079,517109,477344,8424,7775
61203283968,18603567506,8637370685,1328826231,8637370590,7922538395,714832290,7977504065,659866620,7922538395,7922538395,0,714506650,54963788,659542862,325639,1882,323757,1,0,1,7922538395,0,659992540,609220041,50754747,46852640,3653828,3372667,105473,97456,62,58,1218916974,109909257,1227369227,101457004,1218916974,1218916974,0,109859722,8451943,101407779,49535,310,49225,1218916974,0,101537624,93725712,7793963,7194577,519651,479659,8484,7831
61471719424,18685162083,8675253895,1334654387,8675253801,7957283649,717970246,8012490277,662763618,7957283649,7957283649,0,717643195,55204736,662438459,327050,1892,325158,1,0,1,7957283649,0,662888207,611893374,50978157,47058780,3670618,3388155,106149,98090,64,60,1224262384,110392003,1232751544,101902843,1224262384,1224262384,0,110342256,8488850,101853406,49747,310,49437,1224262384,0,101983293,94137388,7828271,7226173,522154,481968,8538,7877
61740154880,18766756614,8713137067,1340482586,8713136961,7992031623,721105444,8047480038,665657029,7992031623,7992031623,0,720776910,55446513,665330397,328533,1902,326631,1,0,1,7992031623,0,665781432,614563438,51201201,47264573,3687365,3403599,106848,98727,64,60,1229608404,110874182,1238134912,102347674,1229608404,1229608404,0,110824219,8526193,102298026,49963,315,49648,1229608404,0,102428419,94548019,7862518,7257790,524676,484279,8606,7938
62008590336,18848351190,8751020210,1346310808,8751020172,8026777180,724243030,8082466907,668553303,8026777180,8026777180,0,723913032,55687819,668225213,329997,1908,328089,1,0,1,8026777180,0,668676894,617235886,51424249,47470681,3704346,3419262,107477,99322,66,62,1234953936,111356872,1243517321,102793487,1234953936,1234953936,0,111306710,8563068,102743642,50162,317,49845,1234953936,0,102874089,94959687,7896795,7289375,527155,486581,8671,7999
62277025792,18929945787,8788903399,1352138986,8788903402,8061520857,727382542,8117453223,671450176,8061520857,8061520857,0,727051110,55930453,671120657,331431,1913,329518,1,0,1,8061520857,0,671575330,619910289,51646689,47675849,3720947,3434574,108078,99883,66,62,1240299953,111839033,1248900409,103238577,1240299953,1240299953,0,111788662,8600137,103188525,50371,319,50052,1240299953,0,103319237,95370602,7931070,7321008,529639,488877,8716,8038
62545461248,19011540383,8826786583,1357967169,8826786631,8096266253,730520330,8152440272,674346311,8096266253,8096266253,0,730187485,56172093,674015392,332844,1926,330918,1,0,1,8096266253,0,674471006,622582928,51870010,47881928,3737645,3449963,108757,100510,67,63,1245645819,112321350,1254283337,103683832,1245645819,1245645819,0,112270770,8637197,103633573,50580,321,50259,1245645819,0,103764922,95781988,7964956,7352336,532112,491155,8780,8094
62813896704,19093134992,8864669935,1363795328,8864669729,8131013163,733656772,8187428604,677241331,8131013163,8131013163,0,733322510,56413507,676909003,334261,1934,332327,1,0,1,8131013163,0,677366322,625255322,52092332,48087137,3754392,3465384,109397,101097,67,63,1250991600,112803728,1259666152,104129176,1250991600,1250991600,0,112752924,8674231,104078693,50804,321,50483,1250991600,0,104209959,96192767,7999578,7384356,534540,493410,8847,8160
63082332160,19174729697,8902553103,1369623580,8902553014,8165758381,736794722,8222415447,680137656,8165758381,8165758381,0,736459010,56655122,679803888,335711,1944,333767,1,0,1,8165758381,0,680262487,627928333,52315307,48293008,3771099,3480777,110050,101707,67,63,1256338207,113285373,1265049915,104573665,1256338207,1256338207,0,113234354,8711386,104522968,51019,322,50697,1256338207,0,104654930,96603392,8033398,7415569,537123,495793,8903,8214
63350767616,19256324219,8940436236,1375451749,8940436234,8200504432,739931804,8257402470,683033766,8200504432,8200504432,0,739594596,56896087,682698509,337207,1951,335256,1,0,1,8200504432,0,683158154,630601426,52537943,48498548,3787730,3496164,110701,102307,68,64,1261682952,113768797,1270431615,105020134,1261682952,1261682952,0,113717549,8748338,104969211,51248,325,50923,1261682952,0,105101451,97015693,8067553,7447178,539578,498064,8967,8276
63619203072,19337918847,8978319492,1381279912,8978319443,8235251991,743067501,8292391857,685927635,8235251991,8235251991,0,742728867,57137909,685590958,338633,1957,336676,1,0,1,8235251991,0,686052116,633272420,52760842,48703897,3804522,3511703,111317,102872,70,66,1267028302,114251610,1275814031,105465881,1267028302,1267028302,0,114200147,8785401,105414746,51463,328,51135,1267028302,0,105547147,97427166,8101984,7478950,541999,500309,9017,8321
63887638528,19419513406,9016202631,1387108136,9016202639,8270000029,746202602,8327381125,688821506,8270000029,8270000029,0,745862538,57379129,688483409,340063,1967,338096,1,0,1,8270000029,0,688945814,635943430,52983530,48909375,3821193,3527098,111931,103440,70,66,1272373321,114734815,1281196072,105912064,1272373321,1272373321,0,114683109,8822422,105860687,51706,329,51377,1272373321,0,105993504,97839316,8136066,7510393,544461,502601,9078,8377
64156073984,19501107997,9054085823,1392936341,9054085833,8304747641,749338182,8362370264,691715559,8304747641,8304747641,0,748996714,57620649,691376065,341467,1974,339493,1,0,1,8304747641,0,691839944,638614589,53206191,49114765,3837917,3542623,112588,104018,74,70,1277719859,115216482,1286579593,106356748,1277719859,1277719859,0,115164523,8859404,106305119,51959,330,51629,1277719859,0,106438214,98249841,8170170,7541892,546997,504951,9142,8435
64424509440,19582702527,9091969044,1398764497,9091968986,8339498241,752470803,8397362734,694606310,8339498241,8339498241,0,752127896,57862509,694265387,342906,1984,340922,1,0,1,8339498241,0,694730697,641282087,53429217,49320476,3854662,3558128,113244,104624,76,72,1283066225,115698272,1291962977,106801520,1283066225,1283066225,0,115646085,8896421,106749664,52187,331,51856,1283066225,0,106883292,98660798,8204210,7573230,549378,507141,9205,8495
64692944896,19664297167,9129852346,1404592657,9129852164,8374243212,755609134,8432348778,697503568,8374243212,8374243212,0,755264775,58103574,697161201,344358,1992,342366,1,0,1,8374243212,0,697627387,643956144,53652114,49526279,3871290,3573475,113907,105230,77,73,1288411396,116181261,1297345286,107247371,1288411396,1288411396,0,116128856,8933555,107195301,52405,335,52070,1288411396,0,107329159,99072362,8238596,7604957,551839,509432,9262,8550
64961380352,19745891680,9167735489,1410420798,9167735393,8408989678,758745811,8467336475,700399014,8408989678,8408989678,0,758400015,58344800,700055215,345795,1997,343798,1,0,1,8408989678,0,700522325,646628355,53875079,49732046,3887997,3588945,114535,105794,79,75,1293757786,116663012,1302728378,107692420,1293757786,1293757786,0,116610417,8970257,107640160,52595,335,52260,1293757786,0,107773916,99483282,8272837,7636519,554347,511756,9317,8603
65229815808,19827486267,9205618687,1416248964,9205618616,8443737627,761881060,8502325342,703293345,8443737627,8443737627,0,761533839,58585708,702948131,347220,2007,345213,1,0,1,8443737627,0,703415632,649299193,54098229,49938064,3904715,3604412,115183,106386,80,76,1299103158,117145806,1308110943,108138021,1299103158,1299103158,0,117093010,9007446,108085564,52796,339,52457,1299103158,0,108219383,99894378,8307444,7668504,556808,514023,9375,8659
65498251264,19909080872,9243501952,1422077147,9243501773,8478482916,765019036,8537311491,706190461,8478482916,8478482916,0,764670400,58826563,705843837,348635,2012,346623,1,0,1,8478482916,0,706311091,651972429,54321820,50144337,3921601,3620025,115803,106965,85,81,1304449644,117627503,1313494445,108582702,1304449644,1304449644,0,117574496,9044462,108530034,53007,339,52668,1304449644,0,108663973,100304737,8341745,7700226,559343,516355,9435,8716
65766686720,19990675453,9281385083,1427905352,9281385018,8513229270,768155813,8572298845,709086238,8513229270,8513229270,0,767805737,59067551,708738186,350075,2024,348051,1,0,1,8513229270,0,709206186,654644902,54544561,50350006,3938453,3635633,116451,107563,86,82,1309795527,118109825,1318877228,109028124,1309795527,1309795527,0,118056584,9081359,108975225,53241,342,52899,1309795527,0,109108835,100715428,8376392,7732335,561854,518689,9503,8773
66035122176,20072270080,9319268274,1433733528,9319268278,8547979073,771289201,8607288935,711979339,8547979073,8547979073,0,770937702,59307831,711629871,351498,2031,349467,1,0,1,8547979073,0,712097899,657314810,54767433,50555713,3955216,3651137,117068,108129,86,82,1315142218,118591310,1324261142,109472386,1315142218,1315142218,0,118537862,9118582,109419280,53448,342,53106,1315142218,0,109553249,101125482,8410826,7764117,564224,520854,9563,8827
66303557632,20153864747,9357151507,1439561754,9357151486,8582725398,774426109,8642275550,714875957,8582725398,8582725398,0,774073230,59548117,714525113,352878,2035,350843,1,0,1,8582725398,0,714993557,659988518,54990035,50761281,3971834,3666503,117717,108728,87,83,1320488809,119072945,1329644800,109916954,1320488809,1320488809,0,119019281,9155649,109863632,53664,342,53322,1320488809,0,109998334,101536339,8444605,7795262,566714,523145,9628,8886
66571993088,20235459379,9395034606,1445390000,9395034773,8617471333,777563273,8677262457,717772149,8617471333,8617471333,0,777208967,59789084,717419883,354305,2040,352265,1,0,1,8617471333,0,717889168,662661575,55212831,50966987,3988509,3681907,118369,109328,90,86,1325835015,119554985,1335027724,110362276,1325835015,1325835015,0,119501109,9192366,110308743,53876,343,53533,1325835015,0,110443524,101947502,8478789,7826954,569116,525354,9680,8933
