boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_rank_4,inert_rank_4_inc,inert_rank_4_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,inert_cyclic_9,inert_cyclic_9_rank_same,inert_cyclic_10,inert_cyclic_10_rank_same,inert_cyclic_11,inert_cyclic_11_rank_same
53150220288,16155729886,6058398791,4038932418,6058398677,3428595137,2629803654,4268258830,1790139961,3428595137,3428595137,0,2519466108,828264318,1691201790,109970552,11389633,98580919,366915,9742,357173,79,0,79,3428595137,0,1679923774,1127675447,559943884,375845544,186619944,125268758,62208853,41759995,20733398,13917105,6912606,4639132,2275227,1526748,686178,460716,145722,97286,16050,10739,472,320
53418655744,16237324462,6088996743,4059331031,6088996688,3445880404,2643116339,4289801664,1799195079,3445880404,3445880404,0,2532213694,832462892,1699750802,110533617,11448579,99085038,368949,9789,359160,79,0,79,3445880404,0,1688423315,1133376648,562776387,377744076,187563889,125902095,62524582,41971502,20837945,13987063,6947656,4662667,2286726,1534519,689943,463204,146610,97890,16161,10815,480,323
53687091200,16318919058,6119594722,4079729677,6119594659,3463165688,2656429034,4311348318,1808246404,3463165688,3463165688,0,2544961497,836665279,1708296218,111096641,11507512,99589129,370817,9839,360978,79,0,79,3463165688,0,1696926141,1139076442,565607102,379641878,188507282,126534269,62839789,42183155,20942225,14056777,6982606,4686038,2298305,1542283,693718,465630,147555,98528,16285,10888,489,330
53955526656,16400513607,6150192623,4100128327,6150192657,3480451121,2669741502,4332893199,1817299424,3480451121,3480451121,0,2557708557,840865485,1716843072,111660008,11566685,100093323,372858,9908,362950,79,0,79,3480451121,0,1705423029,1144772107,568442950,381544352,189450347,127167183,63155247,42394514,21046322,14126388,7018002,4709731,2309873,1550184,697480,468204,148404,99100,16406,10972,497,337
54223962112,16482108162,6180790585,4120526968,6180790609,3497735466,2683055119,4354437527,1826353058,3497735466,3497735466,0,2570456665,845065843,1725390822,112223603,11626250,100597353,374772,9968,364804,79,0,79,3497735466,0,1713921994,1150471542,571276179,383443428,190394705,127800154,63470450,42606059,21151176,14196683,7052941,4733083,2321558,1558003,701271,470743,149346,99725,16541,11060,504,342
54492397568,16563702817,6211388565,4140925705,6211388547,3515021330,2696367235,4375983532,1835405033,3515021330,3515021330,0,2583204839,849266656,1733938183,112785667,11685525,101100142,376650,10021,366629,79,0,79,3515021330,0,1722422122,1156169332,574108803,385343441,191339034,128433281,63784938,42817507,21255812,14266898,7088321,4756764,2333328,1565841,705019,473266,150290,100367,16659,11136,513,350
54760833024,16645297340,6241986469,4161324322,6241986549,3532306116,2709680353,4397527519,1844458950,3532306116,3532306116,0,2595952333,853466587,1742485746,113349295,11744740,101604555,378646,10076,368570,79,0,79,3532306116,0,1730923421,1161868152,576939104,387241691,192283292,129067140,64100566,43029515,21360153,14336793,7123264,4780293,2345056,1573702,708936,475926,151224,100959,16797,11221,520,354
55029268480,16726891961,6272584505,4181722924,6272584532,3549591132,2722993373,4419072490,1853512015,3549591132,3549591132,0,2608698963,857667641,1751031322,113913723,11803598,102110125,380608,10119,370489,79,0,79,3549591132,0,1739421499,1167565083,579771107,389140788,193228812,129700954,64415301,43240438,21464886,14407158,7158315,4803659,2356653,1581505,712761,478477,152184,101599,16913,11302,532,359
55297703936,16808486546,6303182434,4202121640,6303182472,3566876441,2736305993,4440616505,1862565929,3566876441,3566876441,0,2621445193,861867156,1759578037,114478070,11862740,102615330,382651,10168,372483,79,0,79,3566876441,0,1747919858,1173263018,582603031,391040071,194173526,130334231,64730229,43451693,21569725,14477399,7193349,4827401,2368250,1589268,716568,480985,153093,102232,17024,11374,540,365
55566139392,16890081093,6333780415,4222520286,6333780392,3584163415,2749617000,4462163001,1871617414,3584163415,3584163415,0,2634191887,866068043,1768123844,115040437,11921325,103119112,384597,10218,374379,79,0,79,3584163415,0,1756419523,1178960841,585434690,392939692,195118123,130967193,65043961,43661736,21674882,14547896,7228542,4851038,2379987,1597225,720460,483569,154020,102814,17153,11473,546,367
55834574848,16971675681,6364378421,4242918872,6364378388,3601447195,2762931226,4483707802,1880670619,3601447195,3601447195,0,2646940755,870269538,1776671217,115603826,11980787,103623039,386566,10282,376284,79,0,79,3601447195,0,1764920997,1184660670,588267347,394839934,196062242,131599285,65358811,43872596,21779331,14617862,7263450,4874407,2391526,1604982,724226,486092,155004,103466,17268,11551,553,372
56103010304,17053270261,6394976357,4263317529,6394976375,3618724718,2776251639,4505248271,1889728086,3618724718,3618724718,0,2659695403,874472997,1785222406,116167629,12040216,104127413,388528,10340,378188,79,0,79,3618724718,0,1773425693,1190362976,591101027,396739599,197006024,132231400,65674494,44084606,21884634,14688402,7298280,4897722,2403270,1612822,728066,488731,155974,104145,17381,11625,560,378
56371445760,17134864867,6425574288,4283716237,6425574342,3636012022,2789562266,4526794780,1898779508,3636012022,3636012022,0,2672439754,878672940,1793766814,116731921,12099431,104632490,390511,10387,380124,80,0,80,3636012022,0,1781920324,1196057118,593935234,398640175,197950437,132865078,65988792,44295477,21989766,14758791,7333286,4921216,2415102,1620842,731837,491243,156897,104776,17513,11716,566,382
56639881216,17216459493,6456172277,4304114891,6456172325,3653297129,2802875148,4548340056,1907832221,3653297129,3653297129,0,2685187274,882873806,1802313468,117295302,12158675,105136627,392492,10446,382046,80,0,80,3653297129,0,1790419983,1201756574,596768312,400538999,198894058,133497945,66303580,44506227,22094614,14829072,7368167,4944533,2426812,1628673,735680,493845,157838,105401,17653,11809,577,390
56908316672,17298054028,6486770242,4324513529,6486770257,3670581799,2816188443,4569885186,1916885056,3670581799,3670581799,0,2697933994,887074720,1810859274,117859861,12218172,105641689,394507,10495,384012,81,0,81,3670581799,0,1798919218,1207455615,599600947,402437061,199837968,134130347,66618373,44717803,22199293,14899100,7403098,4968046,2438420,1636515,739549,496467,158754,106017,17785,11905,589,398
57176752128,17379648671,6517368273,4344912151,6517368247,3687864501,2829503772,4591426361,1925941912,3687864501,3687864501,0,2710684605,891273973,1819410632,118422664,12277332,106145332,396420,10555,385865,83,0,83,3687864501,0,1807417025,1213155618,602437821,404339862,200782239,134763664,66933638,44928302,22304306,14969405,7437817,4991346,2450108,1644300,743462,499103,159681,106637,17908,11991,600,404
57445187584,17461243222,6547966232,4365310721,6547966269,3705149998,2842816234,4612972355,1934993877,3705149998,3705149998,0,2723430644,895475295,1827955349,118987133,12336444,106650689,398374,10618,387756,83,0,83,3705149998,0,1815916358,1218852141,605270969,406240045,201725610,135395934,67248138,45139490,22408610,15039466,7472843,5014824,2461565,1652013,747283,501687,160603,107247,18047,12089,618,413
57713623040,17542837782,6578564171,4385709386,6578564225,3722430095,2856134076,4634514795,1944049376,3722430095,3722430095,0,2736183510,899677959,1836505551,119550106,12396067,107154039,400377,10674,389703,83,0,83,3722430095,0,1824420974,1224555847,608099754,408135485,202672623,136030463,67564203,45351280,22513655,15109849,7507780,5038162,2473074,1659719,751070,504260,161588,107907,18161,12160,628,419
57982058496,17624432393,6609162140,4406108066,6609162187,3739718489,2869443651,4656061247,1953100893,3739718489,3739718489,0,2748927343,903876502,1845050841,120113899,12455518,107658381,402326,10738,391588,83,0,83,3739718489,0,1832916724,1230251578,610932073,410035474,203617147,136664448,67879730,45562734,22618002,15179638,7542498,5061406,2484772,1667501,754944,506862,162532,108526,18277,12245,644,429
58250493952,17706027143,6639760216,4426506774,6639760153,3757002933,2882757283,4677605457,1962154759,3757002933,3757002933,0,2761675336,908077147,1853598189,120677553,12514592,108162961,404311,10785,393526,83,0,83,3757002933,0,1841416486,1235951487,613765095,411934192,204561370,137297302,68193959,45773700,22723179,15250170,7577606,5084891,2496366,1675126,758765,509430,163451,109126,18407,12331,652,434
58518929408,17787621655,6670358137,4446905392,6670358126,3774287293,2896070844,4699150795,1971207342,3774287293,3774287293,0,2774423469,912278433,1862145036,121240911,12574237,108666674,406380,10832,395548,84,0,84,3774287293,0,1849919981,1241653259,616595886,413831201,205503240,137928567,68509735,45985434,22828153,15320669,7612447,5108448,2507862,1682862,762569,511964,164382,109763,18556,12431,658,438
58787364864,17869216228,6700956130,4467304039,6700956059,3791571842,2909384288,4720696157,1980259973,3791571842,3791571842,0,2787170846,916480170,1870690676,121805003,12633260,109171743,408354,10885,397469,85,0,85,3791571842,0,1858418971,1247351965,619429190,415730552,206446748,138560569,68824295,46196196,22933477,15391001,7647476,5131761,2519552,1690690,766397,514540,165380,110437,18691,12519,669,446
59055800320,17950810892,6731554117,4487702651,6731554124,3808856568,2922697549,4742241288,1989312829,3808856568,3808856568,0,2799917508,920681633,1879235875,122369568,12692142,109677426,410388,10945,399443,85,0,85,3808856568,0,1866917518,1253049494,622262459,417630035,207391024,139193843,69138393,46406334,23038209,15461139,7682718,5155347,2531188,1698515,770167,517025,166337,111077,18819,12615,676,451
59324235776,18032405471,6762152076,4508101327,6762152068,3826139301,2936012775,4763786621,1998365455,3826139301,3826139301,0,2812667702,924885034,1887782668,122932559,12751284,110181275,412429,11002,401427,85,0,85,3826139301,0,1875417300,1258748044,625096401,419529300,208336021,139826849,69452894,46617195,23143585,15531694,7717754,5178842,2542802,1706218,773954,519611,167341,111745,18971,12717,679,453
59592671232,18114000070,6792750109,4528499925,6792750036,3843419851,2949330258,4785326844,2007423265,3843419851,3843419851,0,2825419006,929085157,1896333849,123496702,12810780,110685922,414464,11056,403408,86,0,86,3843419851,0,1883918960,1264450369,627928080,421427302,209282146,140461572,69767465,46827838,23249242,15602536,7752908,5202403,2554377,1714022,777793,522188,168246,112359,19100,12799,689,461
59861106688,18195594638,6823348028,4548898551,6823348059,3860703758,2962644270,4806872300,2016475728,3860703758,3860703758,0,2838166046,933287569,1904878477,124061629,12869851,111191778,416508,11122,405386,87,0,87,3860703758,0,1892418359,1270147427,630759494,423325993,210226942,141094225,70082294,47039112,23353697,15672462,7788398,5226278,2566025,1721839,781718,524810,169185,112980,19234,12884,700,467
60129542144,18277189173,6853945905,4569297227,6853946041,3877994774,2975951131,4828421644,2025524261,3877994774,3877994774,0,2850907603,937486613,1913420990,124624960,12929076,111695884,418481,11181,407300,87,0,87,3877994774,0,1900915128,1275843970,633591289,425224376,211169423,141726656,70396593,47249527,23458264,15742641,7823282,5249636,2577783,1729699,785628,527422,170122,113614,19376,12971,715,478
60397977600,18358783734,6884543878,4589695825,6884544031,3895274422,2989269456,4849963380,2034580498,3895274422,3895274422,0,2863660824,941689342,1921971482,125188030,12988370,112199660,420515,11246,409269,87,0,87,3895274422,0,1909416314,1281542349,636427717,427126212,212113645,142360477,70711426,47461020,23563137,15812871,7858210,5273152,2589620,1737618,789484,530008,171054,114242,19494,13049,723,484
60666413056,18440378331,6915141778,4610094547,6915142006,3912556842,3002584936,4871506708,2043635070,3912556842,3912556842,0,2876409434,945890661,1930518773,125752922,13047894,112705028,422493,11311,411182,87,0,87,3912556842,0,1917917386,1287241093,639260359,429025390,213057840,142994185,71025675,47671579,23667756,15883383,7893401,5296639,2601265,1745385,793356,532588,172019,114897,19638,13140,739,494
60934848512,18521972891,6945739772,4630493201,6945739918,3929836320,3015903452,4893049913,2052689859,3929836320,3929836320,0,2889161673,950095140,1939066533,126317251,13107100,113210151,424440,11353,413087,88,0,88,3929836320,0,1926420332,1292940212,642093655,430924602,214002628,143627802,71341050,47882840,23772346,15953580,7928199,5320009,2612855,1753125,797147,535124,172926,115499,19785,13238,750,502
61203283968,18603567506,6976337733,4650891892,6976337881,3947120486,3029217247,4914596871,2061740862,3947120486,3947120486,0,2901910195,954299010,1947611185,126880559,13165967,113714592,426404,11408,414996,89,0,89,3947120486,0,1934921951,1298637739,644926654,432824271,214946269,144260282,71655017,48093352,23877021,16023590,7963234,5343505,2624501,1760823,801005,537674,173834,116088,19941,13346,768,515
61471719424,18685162083,7006935676,4671290552,7006935855,3964405588,3042530088,4936141927,2070793749,3964405588,3964405588,0,2914656434,958499841,1956156593,127445227,13225042,114220185,428337,11456,416881,90,0,90,3964405588,0,1943421246,1304335744,647758175,434722157,215891115,144894134,71969872,48304747,23981373,16093355,7998151,5366989,2636106,1768618,804778,540185,174781,116715,20064,13431,773,518
61740154880,18766756614,7037533601,4691689227,7037533786,3981683794,3055849807,4957683841,2079849760,3981683794,3981683794,0,2927409359,962703867,1964705492,128010042,13284676,114725366,430315,11504,418811,91,0,91,3981683794,0,1951926955,1310036766,650591507,436622169,216833678,145525929,72284741,48515963,24086152,16163619,8033228,5390488,2647663,1776307,808660,542809,175768,117379,20215,13535,792,528
62008590336,18848351190,7068131608,4712087863,7068131719,3998967009,3069164599,4979226475,2088905133,3998967009,3998967009,0,2940157963,966904132,1973253831,128574279,13343785,115230494,432266,11549,420717,91,0,91,3998967009,0,1960428962,1315737821,653424768,438522141,217776085,146157981,72599353,48726430,24190680,16233696,8068331,5414009,2659336,1784131,812551,545434,176734,118013,20357,13637,806,538
62277025792,18929945787,7098729562,4732486537,7098729688,4016250618,3082478944,5000773935,2097955627,4016250618,4016250618,0,2952906688,971109073,1981797615,129137878,13402641,115735237,434286,11603,422683,92,0,92,4016250618,0,1968929738,1321435700,656257373,440419600,218719999,146790326,72914105,48937422,24295754,16304184,8103292,5437564,2671000,1791901,816420,547968,177701,118688,20487,13718,819,544
62545461248,19011540383,7129327577,4752885177,7129327629,4033532861,3095794716,5022320349,2107007228,4033532861,4033532861,0,2965656407,975313804,1990342603,129701869,13462014,116239855,436348,11670,424678,92,0,92,4033532861,0,1977428327,1327130933,659092817,442321115,219664347,147423360,73228385,49147635,24400948,16374584,8138498,5461089,2682662,1799630,820209,550502,178751,119387,20626,13814,837,554
62813896704,19093134992,7159925542,4773283811,7159925639,4050815595,3109109947,5043864108,2116061434,4050815595,4050815595,0,2978405384,979515327,1998890057,130266132,13521448,116744684,438339,11738,426601,92,0,92,4050815595,0,1985927589,1332830586,661927489,444220190,220606793,148054850,73544390,49359797,24505876,16444952,8173594,5484675,2694309,1807462,823998,553024,179710,120037,20786,13920,850,564
63082332160,19174729697,7190523560,4793682498,7190523639,4068101108,3122422452,5065411396,2125112164,4068101108,4068101108,0,2991152508,983717802,2007434706,130829527,13580694,117248833,440325,11792,428533,92,0,92,4068101108,0,1994423909,1338526573,664762517,446119359,221550671,148687824,73859322,49571097,24611134,16515557,8208667,5508085,2705963,1815320,827807,555578,180721,120724,20934,14017,863,572
63350767616,19256324219,7221121561,4814081136,7221121522,4085379532,3135742029,5086953108,2134168453,4085379532,4085379532,0,3003906489,987921997,2015984492,131393115,13639723,117753392,442332,11856,430476,93,0,93,4085379532,0,2002930552,1344228763,667594477,448018005,222494327,149320060,74173916,49782496,24716809,16586416,8243657,5531538,2717511,1823056,831630,558129,181657,121332,21080,14119,873,578
63619203072,19337918847,7251719563,4834479726,7251719558,4102660327,3149059236,5108494194,2143225369,4102660327,4102660327,0,3016657787,992122853,2024534934,131957102,13699103,118257999,444254,11911,432343,93,0,93,4102660327,0,2011435698,1349932052,670426612,449916768,223437760,149953216,74488050,49992995,24821189,16656201,8279023,5555303,2729153,1830861,835525,560722,182662,122019,21231,14212,884,585
