boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same
16374562816,4977270342,2177555810,622158816,2177555716,1822625095,354930715,1873203191,304352619,1822625095,1822625095,0,353866860,50556374,303310486,1063801,21722,1042079,54,0,54,1822625095,0,303499522,260139125,43355440,37161746,6184075,5299959,783269,671476,44173,37840,381,340,520824352,101334464,535243082,86915734,520824352,520824352,0,101033444,14412715,86620729,301009,6015,294994,11,0,11,520824352,0,86690085,74323674,12386594,10618921,1758070,1507671,193004,165564,5691,4899,0,0
16642998272,5058864917,2213253410,632358107,2213253400,1852499184,360754226,1903906453,309346957,1852499184,1852499184,0,359672759,51385177,308287582,1081412,22092,1059320,55,0,55,1852499184,0,308479208,264407732,44064953,37770026,6285963,5387459,797105,683334,45136,38679,394,352,529362195,102995912,544017352,88340755,529362195,529362195,0,102689838,14649039,88040799,306063,6118,299945,11,0,11,529362195,0,88110212,75540813,12589939,10793627,1787254,1532679,196596,168653,5837,5027,0,0
16911433728,5140459585,2248951075,642557496,2248951014,1882377224,366573851,1934612698,314338377,1882377224,1882377224,0,365474783,52213027,313261756,1099013,22447,1076566,55,0,55,1882377224,0,313453810,268672222,44776005,38379829,6387454,5474562,810939,695222,46170,39562,405,359,537899706,104657790,552791734,89765762,537899706,537899706,0,104346818,14885808,89461010,310961,6220,304741,11,0,11,537899706,0,89531699,76759197,12792588,10967235,1816281,1557612,200243,171785,6007,5181,0,0
17179869184,5222054160,2284648653,652756778,2284648729,1912252474,372396179,1965318648,319330005,1912252474,1912252474,0,371279627,53043382,318236245,1116496,22792,1093704,56,0,56,1912252474,0,318430267,272936549,45487644,38989886,6489418,5562018,824711,706987,47166,40431,421,374,546435859,106320919,561564433,91192345,546435859,546435859,0,106004970,15122264,90882706,315937,6310,309627,12,0,12,546435859,0,90954491,77979005,12995082,11140971,1845267,1582434,203961,174979,6169,5317,0,0
17448304640,5303648711,2320346309,662956106,2320346296,1942126967,378219342,1996022719,324323590,1942126967,1942126967,0,377085142,53872578,323212564,1134142,23174,1110968,58,0,58,1942126967,0,323408659,277203801,46198378,39599307,6591139,5649044,838408,718760,48121,41265,437,387,554970576,107985530,570336375,92619731,554970576,554970576,0,107664627,15359387,92305240,320890,6412,314478,13,0,13,554970576,0,92377926,79199288,13198083,11314788,1874542,1607520,207729,178168,6347,5476,0,0
17716740096,5385243285,2356043942,673155396,2356043947,1972006900,384037042,2026732718,329311224,1972006900,1972006900,0,382885191,54702273,328182918,1151792,23545,1128247,59,0,59,1972006900,0,328383372,281466890,46907403,40206888,6692552,5735933,852264,730668,49146,42135,454,404,563508934,109646462,579110993,94044403,563508934,563508934,0,109320688,15595543,93725145,325761,6516,319245,13,0,13,563508934,0,93798296,80416934,13400882,11488842,1903679,1632511,211337,181256,6494,5602,0,0
17985175552,5466837906,2391741608,683354712,2391741586,2001879569,389862039,2057435462,334306146,2001879569,2001879569,0,388692606,55532024,333160582,1169374,23869,1145505,59,0,59,2001879569,0,333364538,285736657,47617054,40814720,6794243,5823209,866104,742548,50201,43033,466,415,572046381,111308331,587884431,95470281,572046381,572046381,0,110977488,15831439,95146049,330829,6611,324218,14,0,14,572046381,0,95219280,81635444,13603984,11663177,1932489,1657217,215078,184466,6657,5745,0,0
18253611008,5548432510,2427439279,693554036,2427439195,2031753073,395686206,2088137960,339301319,2031753073,2031753073,0,394499211,56360669,338138542,1186934,24218,1162716,61,0,61,2031753073,0,338343675,290005668,48328207,41424060,6895768,5910177,879799,754244,51275,43958,487,435,580580466,112973570,596656003,96898033,580580466,580580466,0,112637709,16068814,96568895,335847,6723,329124,14,0,14,580580466,0,96643628,82856185,13806621,11836922,1961853,1682251,218799,187660,6808,5877,0,0
18522046464,5630027122,2463136832,703753343,2463136947,2061625072,401511760,2118841810,344295022,2061625072,2061625072,0,400307110,57192131,343114979,1204588,24607,1179981,62,0,62,2061625072,0,343323997,294273211,49039114,42033340,6997664,5997199,893490,765904,52346,44879,499,446,589115689,114637654,605427613,98325730,589115689,589115689,0,114296865,16305092,97991773,340775,6832,333943,14,0,14,589115689,0,98066368,84076562,14010408,12011544,1990699,1706901,222433,190761,6957,6005,0,0
18790481920,5711621736,2498834471,713952698,2498834567,2091500097,407334374,2149546046,349288425,2091500097,2091500097,0,406112217,58020963,348091254,1222094,24986,1197108,63,0,63,2091500097,0,348300691,298539618,49750790,42643223,7099465,6084441,907351,777726,53413,45792,507,454,597651141,116301557,614200664,99752034,597651141,597651141,0,115955842,16542584,99413258,345701,6939,338762,14,0,14,597651141,0,99488521,85295277,14214196,12186096,2019811,1731817,226193,193919,7121,6149,0,0
19058917376,5793216346,2534532133,724151994,2534532219,2121374608,413157525,2180250683,354281450,2121374608,2121374608,0,411917587,58850702,353066885,1239875,25373,1214502,63,0,63,2121374608,0,353279003,302807003,50461524,43251743,7200595,6171176,921450,789772,54497,46728,518,463,606186795,117965199,622973238,101178756,606186795,606186795,0,117614446,16779403,100835043,350739,7040,343699,14,0,14,606186795,0,100910543,86514168,14417640,12360435,2048895,1756875,230081,197268,7287,6297,0,0
19327352832,5874811010,2570229778,734351341,2570229891,2151253293,418976485,2210959085,359270693,2151253293,2151253293,0,417718938,59680049,358038889,1257483,25743,1231740,64,0,64,2151253293,0,358253071,307070347,51171895,43860307,7302687,6258542,935255,801618,55501,47602,529,473,614725204,119626137,631748441,102602900,614725204,614725204,0,119270292,17016078,102254214,355831,7159,348672,14,0,14,614725204,0,102330520,87731014,14620483,12534440,2077973,1781825,233847,200482,7468,6452,1,1
19595788288,5956405481,2605927374,744550624,2605927483,2181128821,424798553,2241663560,364263814,2181128821,2181128821,0,423523382,60508601,363014781,1275105,26138,1248967,66,0,66,2181128821,0,363228971,311335886,51883408,44470392,7404570,6345918,949279,813561,56610,48538,544,486,623261170,121289454,640521293,104029331,623261170,623261170,0,120928694,17252864,103675830,360746,7259,353487,14,0,14,623261170,0,103752613,88950163,14823709,12708498,2107179,1806916,237570,203673,7621,6578,2,2
19864223744,6038000059,2641624968,754750006,2641625085,2211003225,430621743,2272367711,369257257,2211003225,2211003225,0,429329076,61338023,367991053,1292601,26463,1266138,66,0,66,2211003225,0,368207954,315603475,52593538,45079129,7506329,6433244,963019,825258,57682,49452,554,495,631797987,122952019,649295513,105454493,631797987,631797987,0,122586270,17490176,105096094,365735,7350,358385,14,0,14,631797987,0,105174075,90167822,15026671,12882658,2136338,1831927,241365,206929,7819,6756,2,2
20132659200,6119594638,2677322492,764949348,2677322798,2240880319,436442173,2303074831,374247661,2240880319,2240880319,0,435131983,62167685,372964298,1310124,26827,1283297,66,0,66,2240880319,0,373183347,319867461,53304563,45688551,7607847,6520223,976876,837175,58778,50376,572,512,640334283,124615065,658068960,106880388,640334283,640334283,0,124244271,17727225,106517046,370779,7452,363327,15,0,15,640334283,0,106596436,91387028,15229415,13056277,2165273,1856678,245148,210153,7997,6908,2,2
20401094656,6201189142,2713020105,775148681,2713020356,2270761233,442258872,2333784040,379236065,2270761233,2270761233,0,440931073,62995646,377935427,1327733,27161,1300572,66,0,66,2270761233,0,378155616,324129520,54015005,46297594,7709195,6607288,990831,849214,59837,51283,589,528,648871830,126276851,666843434,108305247,648871830,648871830,0,125901025,17964037,107936988,375811,7567,368244,15,0,15,648871830,0,108017193,92604600,15432282,13230256,2194379,1881662,249007,213417,8161,7050,3,3
20669530112,6282783755,2748717790,785348020,2748717945,2300635910,448081880,2364488551,384229239,2300635910,2300635910,0,446736497,63825097,382911400,1345316,27544,1317772,67,0,67,2300635910,0,383133479,328396333,54725658,46906557,7811033,6694535,1004753,861171,60978,52270,596,534,657407449,127940571,675615574,109732446,657407449,657407449,0,127559783,18200445,109359338,380773,7680,373093,15,0,15,657407449,0,109440093,93824662,15635186,13404326,2223476,1906598,252692,216548,8333,7201,3,3
20937965568,6364378340,2784415474,795547248,2784415618,2330513653,453901821,2395195394,389220080,2330513653,2330513653,0,452538876,64653856,387885020,1362878,27885,1334993,67,0,67,2330513653,0,388108897,332661959,55435982,47514918,7912744,6781426,1018587,872985,62057,53186,609,546,665942516,129604732,684387711,111159537,665942516,665942516,0,129218978,18437420,110781558,385738,7775,377963,16,0,16,665942516,0,110863182,95044552,15838147,13578268,2252642,1931562,256507,219837,8497,7336,3,3
21206401024,6445972916,2820113104,805746619,2820113193,2360388659,459724445,2425901031,394212073,2360388659,2360388659,0,458343887,65484125,392859762,1380490,28247,1352243,68,0,68,2360388659,0,393086241,336926914,56147391,48125096,8013946,6868172,1032509,884875,63184,54152,616,553,674480844,131265775,693161937,112584682,674480844,674480844,0,130875073,18673215,112201858,390686,7878,382808,16,0,16,674480844,0,112282943,96262130,16041446,13752588,2281645,1956483,260344,223160,8692,7494,3,3
21474836480,6527567585,2855810793,815945913,2855810879,2390262798,465547995,2456604594,399206199,2390262798,2390262798,0,464149973,66313197,397836776,1397952,28599,1369353,70,0,70,2390262798,0,398064049,341194284,56858652,48734450,8115791,6955538,1046523,896822,64325,55114,633,568,683017470,132928443,701935351,114010562,683017470,683017470,0,132532696,18909897,113622799,395731,7984,387747,16,0,16,683017470,0,113704599,97480807,16244180,13926422,2310802,1981437,264236,226482,8875,7647,4,4
21743271936,6609162256,2891508473,826145252,2891508531,2420140098,471368375,2487311676,404196797,2420140098,2420140098,0,469952807,67142643,402810164,1415497,28935,1386562,71,0,71,2420140098,0,403041190,345459841,57567447,49342100,8217525,7042731,1060566,908863,65434,56051,645,578,691554594,134590658,710708657,115436595,691554594,691554594,0,134189846,19145970,115043876,400796,8093,392703,16,0,16,691554594,0,115125021,98698992,16447523,14100699,2340153,2006598,268101,229799,9044,7784,4,4
22011707392,6690756766,2927206045,836344559,2927206162,2450014168,477191877,2518014036,409192009,2450014168,2450014168,0,475758757,67970569,407788188,1433049,29299,1403750,71,0,71,2450014168,0,408018325,349727166,58279622,49952758,8319115,7129931,1074520,920768,66509,56968,666,597,700091093,136253466,719481670,116862889,700091093,700091093,0,135847597,19382363,116465234,405853,8214,397639,16,0,16,700091093,0,116546402,99917502,16651149,14275405,2368963,2031362,271868,233041,9211,7920,4,4
22280142848,6772351339,2962903691,846543891,2962903757,2479890834,483012857,2548721393,414182298,2479890834,2479890834,0,481562222,68800891,412761331,1450562,29668,1420894,73,0,73,2479890834,0,412994721,353991692,58990164,50561609,8420576,7216790,1088484,932729,67593,57898,684,613,708629085,137914806,728256219,118287672,708629085,708629085,0,137503848,19618822,117885026,410942,8312,402630,16,0,16,708629085,0,117967339,101135504,16853737,14449206,2397729,2055982,275624,236244,9415,8086,4,4
22548578304,6853945901,2998601296,856743204,2998601401,2509769146,488832150,2579428531,419172765,2509769146,2509769146,0,487364035,69629343,417734692,1468040,30042,1437998,75,0,75,2509769146,0,417969209,358256050,59701326,51170997,8521573,7303371,1102530,944794,68699,58854,698,626,717165174,139578030,737029174,119714030,717165174,717165174,0,139162060,19855605,119306455,415953,8395,407558,17,0,17,717165174,0,119388876,102354174,17057283,14623554,2426797,2080875,279492,239590,9607,8257,5,5
22817013760,6935540526,3034299022,866942558,3034298946,2539647093,494651929,2610136482,424162540,2539647093,2539647093,0,493166162,70458957,422707205,1485691,30432,1455259,76,0,76,2539647093,0,422943715,362520145,60412759,51779853,8622661,7389968,1116497,956780,69810,59811,720,648,725700566,141241992,745801576,121140982,725700566,725700566,0,140820919,20092517,120728402,421056,8493,412563,17,0,17,725700566,0,120811410,103573369,17260625,14797904,2455896,2105937,283199,242786,9783,8401,6,5
23085449216,7017134964,3069996569,877141796,3069996599,2569522245,500474324,2640842114,429154455,2569522245,2569522245,0,498971232,71289089,427682143,1503016,30780,1472236,76,0,76,2569522245,0,427919821,366784654,61124370,52389710,8724854,7477595,1130553,968777,70901,60746,733,661,734235606,142906190,754573588,122568208,734235606,734235606,0,142480095,20329382,122150713,426078,8600,417478,17,0,17,734235606,0,122233798,104792714,17464346,14972442,2484886,2130880,287086,246105,9972,8566,7,6
23353884672,7098729654,3105694281,887341186,3105694187,2599391381,506302900,2671541943,434152338,2599391381,2599391381,0,504782133,72119415,432662718,1520690,31147,1489543,77,0,77,2599391381,0,432901171,371054207,61836893,53000263,8826593,7564958,1144691,980918,72041,61700,744,672,742769526,144571660,763344337,123996849,742769526,742769526,0,144140667,20566115,123574552,430974,8696,422278,19,0,19,742769526,0,123656982,106012843,17668625,15147657,2513996,2155952,290916,249383,10140,8710,8,7
23622320128,7180324317,3141391887,897540472,3141391958,2629266286,512125601,2702246359,439145528,2629266286,2629266286,0,510587328,72948538,437638790,1538195,31535,1506660,78,0,78,2629266286,0,437877915,375319870,62548497,53610510,8928246,7652085,1158726,992946,73178,62687,766,692,751305077,146235395,772116393,125424079,751305077,751305077,0,145799397,20802517,124996880,435979,8799,427180,19,0,19,751305077,0,125079820,107233191,17871988,15321789,2542646,2180510,294632,252528,10301,8854,10,8
23890755584,7261918893,3177089583,907739812,3177089498,2659137795,517951788,2732949199,444140384,2659137795,2659137795,0,516395756,73779518,442616238,1555950,31886,1524064,82,0,82,2659137795,0,442856269,379585869,63261694,54221869,9030112,7739282,1172612,1004866,74292,63651,777,701,759840348,147899464,780888426,126851386,759840348,759840348,0,147458540,21039186,126419354,440905,8892,432013,19,0,19,759840348,0,126502851,108453303,18074953,15495882,2571697,2205264,298522,255872,10506,9024,11,9
24159191040,7343513507,3212787194,917939163,3212787150,2689015133,523772061,2763655342,449131852,2689015133,2689015133,0,522198674,74607983,447590691,1573303,32226,1541077,84,0,84,2689015133,0,447831887,383851376,63972488,54831016,9131435,7826073,1186643,1016889,75433,64626,788,711,768378409,149560754,789663409,128275754,768378409,768378409,0,149114921,21276002,127838919,445813,8998,436815,20,0,20,768378409,0,127923548,109670891,18277763,15669766,2600581,2229970,302317,259092,10701,9191,11,9
24427626496,7425108095,3248484829,928138504,3248484762,2718891777,529593052,2794361858,454122971,2718891777,2718891777,0,528002214,75437501,452564713,1590752,32580,1558172,86,0,86,2718891777,0,452807957,388116197,64682155,55439196,9233923,7913918,1200736,1028998,76637,65683,806,721,776915111,151223393,798436413,129702091,776915111,776915111,0,150772634,21512205,129260429,450738,9097,441641,21,0,21,776915111,0,129345106,110889897,18480869,15843982,2629721,2254904,306028,262269,10899,9368,11,9
24696061952,7506702809,3284182569,938337799,3284182441,2748769752,535412817,2825068810,459113759,2748769752,2748769752,0,533804238,76266106,457538132,1608493,32952,1575541,86,0,86,2748769752,0,457782224,392379599,65392946,56048973,9335707,8001092,1214749,1041057,77786,66670,826,741,785449804,152887995,807208071,131129728,785449804,785449804,0,152432278,21749061,130683217,455696,9206,446490,21,0,21,785449804,0,130768548,112110263,18683846,16017867,2658827,2279890,309937,265641,11109,9547,11,9
24964497408,7588297385,3319880188,948537102,3319880095,2778647996,541232192,2855776560,464103628,2778647996,2778647996,0,539606181,77095243,462510938,1625923,33321,1592602,88,0,88,2778647996,0,462756791,396643292,66103824,56658164,9437229,8088198,1228544,1052864,78943,67659,850,761,793984529,154552573,815979182,132557920,793984529,793984529,0,154091947,21985352,132106595,460605,9301,451304,21,0,21,793984529,0,132191486,113330599,18887443,16192549,2688020,2304874,313650,268827,11337,9737,11,9
