boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
68182605824,20725026841,9844387723,1036251311,9844387807,9299630195,544757528,9328293515,516094208,9299630195,9299630195,0,544679139,28663102,516016037,78389,218,78171,0,0,0,9299630195,0,516513221,489333382,27083161,25656850,1078136,1021395,4621,4410,978927235,57324076,981942001,54309310,978927235,978927235,0,57316187,3014747,54301440,7889,19,7870,978927235,0,54391280,51530635,2837537,2688082,87287,82647,83,76
68451041280,20806621474,9883145049,1040331071,9883145354,9336242276,546902773,9365018536,518126513,9336242276,9336242276,0,546824102,28776042,518048060,78671,218,78453,0,0,0,9336242276,0,518546185,491259331,27190281,25758292,1082977,1025990,4659,4447,982781089,57549982,985807823,54523248,982781089,982781089,0,57542057,3026715,54515342,7925,19,7906,982781089,0,54605612,51733641,2848598,2698527,87762,83096,85,78
68719476736,20888215948,9921902538,1044410729,9921902681,9372854177,549048361,9401743498,520159040,9372854177,9372854177,0,548969375,28889101,520080274,78986,220,78766,0,0,0,9372854177,0,520579889,493185929,27297026,25859353,1087774,1030519,4686,4473,986634609,57776120,989673227,54737502,986634609,986634609,0,57768163,3038599,54729564,7957,19,7938,986634609,0,54819923,51936654,2859942,2709312,88213,83520,85,78
68987912192,20969810591,9960660021,1048490483,9960660087,9409464821,551195200,9438467121,522192900,9409464821,9409464821,0,551115899,29002076,522113823,79301,224,79077,0,0,0,9409464821,0,522614751,495113725,27403975,25960665,1092449,1034925,4724,4508,990488261,58002222,993538645,54951838,990488261,990488261,0,57994235,3050365,54943870,7987,19,7968,990488261,0,55034423,52139992,2871117,2719901,88608,83897,87,80
69256347648,21051405238,9999417429,1052570190,9999417619,9446076536,553340893,9475192389,524225040,9446076536,9446076536,0,553261303,29115629,524145674,79590,224,79366,0,0,0,9446076536,0,524648380,497039738,27511027,26062009,1097141,1039391,4755,4536,994341828,58228362,997404096,55166094,994341828,994341828,0,58220337,3062248,55158089,8025,20,8005,994341828,0,55248740,52343032,2882459,2730658,89049,84317,89,82
69524783104,21132999802,10038174803,1056649992,10038175007,9482686375,555488428,9511914533,526260270,9482686375,9482686375,0,555408520,29227934,526180586,79908,224,79684,0,0,0,9482686375,0,526683468,498968450,27618150,26163484,1102117,1044090,4785,4562,998195753,58454239,1001269877,55380115,998195753,998195753,0,58446174,3074104,55372070,8065,20,8045,998195753,0,55462744,52545795,2893844,2741451,89496,84741,90,83
69793218560,21214594409,10076932325,1060729682,10076932402,9519298133,557634192,9548639222,528293103,9519298133,9519298133,0,557553975,29340864,528213111,80217,225,79992,0,0,0,9519298133,0,528716750,500894757,27725443,26265096,1106956,1048660,4826,4598,1002049054,58680628,1005135072,55594610,1002049054,1002049054,0,58672518,3085998,55586520,8110,20,8090,1002049054,0,55677356,52749123,2905129,2752155,89943,85159,90,83
70061654016,21296188973,10115689752,1064809414,10115689807,9555910855,559778897,9585364839,530324913,9555910855,9555910855,0,559698390,29453757,530244633,80507,227,80280,0,0,0,9555910855,0,530748839,502819909,27832925,26366853,1111766,1053240,4860,4631,1005903114,58906300,1009001217,55808197,1005903114,1005903114,0,58898146,3098083,55800063,8154,20,8134,1005903114,0,55891225,52951533,2916451,2762869,90379,85577,91,84
70330089472,21377783601,10154447164,1068889155,10154447282,9592521199,561925965,9622087936,532359228,9592521199,9592521199,0,561845147,29566510,532278637,80818,227,80591,0,0,0,9592521199,0,532783831,504747867,27939786,26468244,1116647,1057874,4883,4652,1009756556,59132599,1012866300,56022855,1009756556,1009756556,0,59124415,3109724,56014691,8184,20,8164,1009756556,0,56105847,53155114,2927666,2773511,90810,85981,92,85
70598524928,21459378202,10193204563,1072968902,10193204737,9629132860,564071703,9658812160,534392403,9629132860,9629132860,0,563990549,29679072,534311477,81154,228,80926,0,0,0,9629132860,0,534816778,506674136,28047308,26570110,1121553,1062552,4910,4679,1013609495,59359407,1016731335,56237567,1013609495,1013609495,0,59351187,3121820,56229367,8220,20,8200,1013609495,0,56320883,53358717,2938962,2784162,91248,86401,94,87
70866960384,21540972763,10231962023,1077048624,10231962116,9665744701,566217322,9695536866,536425157,9665744701,9665744701,0,566135839,29791935,536343904,81483,230,81253,0,0,0,9665744701,0,536850370,508600644,28154032,26671327,1126503,1067230,4934,4703,1017463414,59585210,1020597294,56451330,1017463414,1017463414,0,59576957,3133859,56443098,8253,21,8232,1017463414,0,56535091,53561512,2950085,2794683,91687,86816,94,87
71135395840,21622567344,10270719398,1081128351,10270719595,9702355567,568363831,9732261472,538457926,9702355567,9702355567,0,568282025,29905673,538376352,81806,232,81574,0,0,0,9702355567,0,538884053,510526523,28261623,26773247,1131385,1071850,4964,4732,1021316888,59811463,1024462644,56665707,1021316888,1021316888,0,59803177,3145735,56657442,8286,21,8265,1021316888,0,56749696,53764842,2961264,2805280,92121,87231,96,89
71403831296,21704161939,10309476787,1085208066,10309477086,9738966749,570510038,9768985748,540491039,9738966749,9738966749,0,570427938,30018766,540409172,82100,233,81867,0,0,0,9738966749,0,540917884,512453177,28368847,26874817,1136209,1076414,4998,4764,1025170322,60037744,1028328010,56880056,1025170322,1025170322,0,60029425,3157667,56871758,8319,21,8298,1025170322,0,56964049,53967908,2972742,2816133,92537,87627,97,90
71672266752,21785756538,10348234144,1089287852,10348234542,9775576221,572657923,9805707484,542526660,9775576221,9775576221,0,572575508,30131028,542444480,82415,235,82180,0,0,0,9775576221,0,542954002,514382820,28475351,26975788,1141115,1081068,5040,4804,1029024493,60263359,1032194066,57093786,1029024493,1029024493,0,60255010,3169552,57085458,8349,21,8328,1029024493,0,57178121,54170702,2983859,2826656,92933,88010,97,90
71940702208,21867351110,10386991567,1093367581,10386991962,9812186406,574805161,9842430660,544560907,9812186406,9812186406,0,574722452,30244018,544478434,82709,236,82473,0,0,0,9812186406,0,544988917,516310682,28582484,27077235,1145978,1085683,5073,4834,1032878434,60489147,1036059927,57307654,1032878434,1032878434,0,60480764,3181472,57299292,8383,21,8362,1032878434,0,57392046,54373326,2995223,2837432,93397,88443,98,91
72209137664,21948945597,10425749124,1097447307,10425749166,9848799198,576949926,9879156105,546593019,9848799198,9848799198,0,576866895,30356669,546510226,83031,238,82793,0,0,0,9848799198,0,547021606,518236608,28689354,27178458,1150833,1090297,5102,4863,1036731874,60715433,1039924978,57522329,1036731874,1036731874,0,60707022,3193083,57513939,8411,21,8390,1036731874,0,57606625,54576924,3006485,2848084,93814,88840,98,91
72477573120,22030540298,10464506628,1101527048,10464506622,9885411142,579095486,9915880957,548625671,9885411142,9885411142,0,579012174,30469576,548542598,83312,239,83073,0,0,0,9885411142,0,549054834,520162777,28796676,27280175,1155530,1094755,5134,4891,1040585724,60941324,1043790766,57736282,1040585724,1040585724,0,60932883,3205021,57727862,8441,21,8420,1040585724,0,57820774,54779779,3017798,2858772,94210,89217,101,94
72746008576,22112134882,10503264035,1105606778,10503264069,9922021810,581242225,9952604777,550659258,9922021810,9922021810,0,581158628,30582727,550575901,83597,240,83357,0,0,0,9922021810,0,551089488,522090259,28903583,27381378,1160389,1099342,5168,4922,1044439974,61166804,1047656925,57949853,1044439974,1044439974,0,61158323,3216930,57941393,8481,21,8460,1044439974,0,58034502,54982169,3029069,2869490,94650,89639,102,95
73014444032,22193729481,10542021491,1109686538,10542021452,9958633171,583388320,9989329046,552692445,9958633171,9958633171,0,583304405,30695634,552608771,83915,241,83674,0,0,0,9958633171,0,553123374,524017026,29010616,27482896,1165213,1103894,5202,4955,1048294591,61391947,1051523479,58163059,1048294591,1048294591,0,61383427,3228867,58154560,8520,21,8499,1048294591,0,58247965,55184309,3040262,2880077,95098,90079,102,95
73282879488,22275324070,10580778944,1113766235,10580778891,9995243986,585534958,10026052654,554726290,9995243986,9995243986,0,585450755,30808427,554642328,84203,241,83962,0,0,0,9995243986,0,555158369,525945050,29117086,27583761,1170067,1108535,5233,4982,1052149386,61616849,1055390035,58376200,1052149386,1052149386,0,61608292,3240628,58367664,8557,21,8536,1052149386,0,58461099,55386279,3051557,2890801,95533,90488,103,96
73551314944,22356918646,10619536379,1117845941,10619536326,10031855904,587680475,10062777363,556759016,10031855904,10031855904,0,587595997,30921218,556674779,84478,241,84237,0,0,0,10031855904,0,557191585,527871337,29224351,27685431,1174799,1113003,5262,5008,1056003152,61842789,1059255635,58590306,1056003152,1056003152,0,61834209,3252462,58581747,8580,21,8559,1056003152,0,58675401,55589338,3062735,2901407,95968,90905,105,97
73819750400,22438513268,10658293753,1121925706,10658293809,10068465967,589827786,10099500566,558793187,10068465967,10068465967,0,589742995,31034357,558708638,84791,242,84549,0,0,0,10068465967,0,559227050,529799459,29330974,27786504,1179688,1117649,5283,5026,1059856656,62069050,1063121004,58804702,1059856656,1059856656,0,62060430,3264327,58796103,8620,21,8599,1059856656,0,58889965,55792637,3073937,2912031,96423,91338,105,97
74088185856,22520107883,10697051200,1126005470,10697051213,10105078205,591972995,10136225393,560825807,10105078205,10105078205,0,591887888,31146946,560740942,85107,242,84865,0,0,0,10105078205,0,561260102,531725808,29437864,27887772,1184610,1122308,5312,5054,1063710233,62295237,1066986505,59018965,1063710233,1063710233,0,62286591,3276251,59010340,8646,21,8625,1063710233,0,59104375,55995774,3085261,2922722,96850,91747,105,97
74356621312,22601702440,10735808646,1130085172,10735808622,10141689250,594119396,10172949269,562859377,10141689250,10141689250,0,594033987,31259776,562774211,85409,243,85166,0,0,0,10141689250,0,563294077,533652995,29545142,27989276,1189414,1126846,5354,5094,1067563783,62521389,1070852144,59233028,1067563783,1067563783,0,62512710,3288340,59224370,8679,21,8658,1067563783,0,59318848,56198794,3096477,2933329,97279,92149,106,98
74625056768,22683296956,10774566042,1134164859,10774566055,10178302893,596263149,10209675940,564890102,10178302893,10178302893,0,596177430,31372802,564804628,85719,245,85474,0,0,0,10178302893,0,565325791,535577439,29652025,28090647,1194234,1131422,5380,5120,1071417025,62747834,1074717152,59447707,1071417025,1071417025,0,62739136,3300106,59439030,8698,21,8677,1071417025,0,59533470,56402284,3107858,2944101,97701,92546,107,99
74893492224,22764891635,10813323529,1138244617,10813323489,10214914546,598408983,10246400517,566923012,10214914546,10214914546,0,598322980,31485725,566837255,86003,246,85757,0,0,0,10214914546,0,567359310,537503780,29759161,28192293,1199087,1136021,5422,5161,1075270946,62973671,1078582964,59661653,1075270946,1075270946,0,62964933,3311996,59652937,8738,22,8716,1075270946,0,59747595,56605120,3119080,2954747,98149,92969,109,101
75161927680,22846486291,10852080994,1142324356,10852080941,10251526263,600554731,10283124775,568956219,10251526263,10251526263,0,600468413,31598264,568870149,86318,248,86070,0,0,0,10251526263,0,569392561,539430371,29866364,28293868,1204026,1140710,5462,5200,1079124805,63199551,1082448687,59875669,1079124805,1079124805,0,63190778,3323860,59866918,8773,22,8751,1079124805,0,59961757,56808038,3130345,2965409,98565,93368,111,103
75430363136,22928080855,10890838419,1146404040,10890838396,10288137738,602700681,10319849451,570988968,10288137738,10288137738,0,602614064,31711465,570902599,86617,248,86369,0,0,0,10288137738,0,571426414,541357005,29973140,28394926,1209012,1145435,5498,5233,1082977944,63426096,1086313859,60090181,1082977944,1082977944,0,63417286,3335893,60081393,8810,22,8788,1082977944,0,60176690,57011573,3141500,2975957,98984,93759,112,104
75698798592,23009675453,10929595825,1150483770,10929595858,10324750562,604845263,10356574887,573020938,10324750562,10324750562,0,604758339,31824074,572934265,86924,251,86673,0,0,0,10324750562,0,573458493,543282431,30080465,28496573,1213842,1149987,5539,5274,1086832348,63651422,1090179933,60303837,1086832348,1086832348,0,63642566,3347563,60295003,8856,22,8834,1086832348,0,60390419,57214215,3152624,2986524,99411,94160,112,104
75967234048,23091270036,10968353180,1154563485,10968353371,10361362514,606990666,10393299101,575054079,10361362514,10361362514,0,606903410,31936336,574967074,87256,251,87005,0,0,0,10361362514,0,575491651,545209263,30187566,28598005,1218630,1154508,5563,5298,1090686120,63877365,1094045585,60517900,1090686120,1090686120,0,63868471,3359443,60509028,8894,22,8872,1090686120,0,60604596,57417155,3163885,2997170,99877,94598,113,105
76235669504,23172864617,11007110592,1158643226,11007110799,10397973599,609136993,10430022784,577087808,10397973599,10397973599,0,609049446,32048933,577000513,87547,252,87295,0,0,0,10397973599,0,577525491,547136353,30294930,28699790,1223427,1159038,5598,5332,1094540115,64103111,1097911365,60731861,1094540115,1094540115,0,64094190,3371228,60722962,8921,22,8899,1094540115,0,60818680,57620098,3175073,3007739,100323,95019,114,106
76504104960,23254459155,11045868088,1162722970,11045868097,10434582577,611285511,10466744731,579123357,10434582577,10434582577,0,611197645,32161901,579035744,87866,253,87613,0,0,0,10434582577,0,579561819,549065566,30401882,28801152,1228319,1163669,5625,5357,1098394514,64328456,1101777742,60945228,1098394514,1098394514,0,64319508,3383206,60936302,8948,22,8926,1098394514,0,61032383,57822418,3186281,3018371,100730,95407,114,106
76772540416,23336053772,11084625516,1166802692,11084625564,10471190895,613434621,10503466087,581159429,10471190895,10471190895,0,613346430,32274939,581071491,88191,253,87938,0,0,0,10471190895,0,581597871,550994440,30509701,28903391,1233199,1168269,5659,5391,1102247988,64554704,1105643227,61159465,1102247988,1102247988,0,64545725,3395217,61150508,8979,22,8957,1102247988,0,61247013,58025648,3197455,3028953,101142,95800,115,107
77040975872,23417648346,11123382961,1170882444,11123382941,10507799993,615582968,10540188112,583194849,10507799993,10507799993,0,615494457,32387863,583106594,88511,256,88255,0,0,0,10507799993,0,583634574,552923991,30616020,29004214,1238172,1172969,5691,5420,1106102236,64780208,1109509258,61373186,1106102236,1106102236,0,64771200,3407000,61364200,9008,22,8986,1106102236,0,61460758,58228216,3208742,3039657,101584,96219,116,108
77309411328,23499243001,11162140420,1174962129,11162140452,10544410582,617729838,10576911468,585228952,10544410582,10544410582,0,617641036,32500630,585140406,88802,256,88546,0,0,0,10544410582,0,585669441,554851952,30722945,29105546,1242924,1177454,5726,5454,1109955593,65006536,1113374588,61587541,1109955593,1109955593,0,64997490,3418973,61578517,9046,22,9024,1109955593,0,61675315,58431390,3220032,3050380,102026,96638,117,109
77577846784,23580837588,11200897869,1179041844,11200897875,10581021192,619876677,10613634504,587263365,10581021192,10581021192,0,619787565,32613055,587174510,89112,257,88855,0,0,0,10581021192,0,587703268,556779331,30830688,29207580,1247850,1182114,5759,5485,1113809529,65232315,1117240359,61801485,1113809529,1113809529,0,65223247,3430808,61792439,9068,22,9046,1113809529,0,61889392,58634250,3231271,3061024,102466,97056,118,109
77846282240,23662432112,11239655247,1183121617,11239655248,10617632305,622022942,10650358517,589296730,10617632305,10617632305,0,621933518,32725955,589207563,89424,257,89167,0,0,0,10617632305,0,589737655,558706609,30937301,29308638,1252766,1186796,5796,5520,1117663878,65457739,1121106404,62015213,1117663878,1117663878,0,65448654,3442504,62006150,9085,22,9063,1117663878,0,62103144,58836919,3242524,3071688,102867,97433,119,110
78114717696,23744026729,11278412725,1187201317,11278412687,10654242750,624169975,10687081643,591331082,10654242750,10654242750,0,624080237,32838636,591241601,89738,257,89481,0,0,0,10654242750,0,591772612,560634647,31044073,29409905,1257726,1191502,5826,5547,1121517362,65683955,1124971729,62229588,1121517362,1121517362,0,65674844,3454345,62220499,9111,22,9089,1121517362,0,62317476,59040014,3253953,3082543,103296,97832,119,110
78383153152,23825621307,11317170175,1191281018,11317170114,10690854089,626316086,10723805646,593364529,10690854089,10690854089,0,626226052,32951297,593274755,90034,260,89774,0,0,0,10690854089,0,593807248,562562496,31150439,29510684,1262502,1195992,5863,5583,1125371162,65909856,1128837376,62443642,1125371162,1125371162,0,65900714,3466192,62434522,9142,22,9120,1125371162,0,62531610,59242881,3265252,3093281,103732,98250,120,110
78651588608,23907215954,11355927744,1195360786,11355927424,10727464307,628463437,10760529033,595398711,10727464307,10727464307,0,628373107,33064465,595308642,90330,261,90069,0,0,0,10727464307,0,595842770,564490705,31257093,29611715,1267353,1200611,5891,5611,1129225166,66135620,1132703326,62657460,1129225166,1129225166,0,66126437,3478138,62648299,9183,22,9161,1129225166,0,62745872,59445795,3276329,3103783,104114,98609,122,112
78920024064,23988810595,11394685141,1199440461,11394684993,10764075800,630609341,10797253817,597431324,10764075800,10764075800,0,630518697,33177756,597340941,90644,261,90383,0,0,0,10764075800,0,597876401,566416961,31364003,29712980,1272374,1205362,5919,5638,1133079074,66361387,1136569250,62871211,1133079074,1133079074,0,66352167,3490154,62862013,9220,22,9198,1133079074,0,62959954,59648472,3287594,3114455,104496,98973,123,113
79188459520,24070405193,11433442502,1203520173,11433442518,10800685239,632757263,10833975581,599466921,10800685239,10800685239,0,632666327,33290079,599376248,90936,263,90673,0,0,0,10800685239,0,599912232,568346291,31470953,29814366,1277186,1209916,5956,5675,1136932420,66587753,1140434673,63085500,1136932420,1136932420,0,66578495,3502231,63076264,9258,22,9236,1136932420,0,63174472,59851571,3298968,3125200,104932,99380,123,113
79456894976,24151999762,11472199948,1207599926,11472199888,10837298113,634901835,10870700707,601499241,10837298113,10837298113,0,634810573,33402331,601408242,91262,263,90999,0,0,0,10837298113,0,601944738,570272429,31577791,29915568,1282056,1214538,5988,5707,1140784961,66814965,1144299114,63300812,1140784961,1140784961,0,66805683,3514131,63291552,9282,22,9260,1140784961,0,63389822,60055631,3310356,3135996,105381,99811,124,114
79725330432,24233594306,11510957365,1211679633,11510957308,10873909547,637047818,10907425339,603532026,10873909547,10873909547,0,636956261,33515529,603440732,91557,263,91294,0,0,0,10873909547,0,603978283,572198688,31684954,30017097,1287000,1219205,6024,5742,1144638845,67040788,1148164741,63514892,1144638845,1144638845,0,67031477,3525873,63505604,9311,23,9288,1144638845,0,63603963,60258685,3321581,3146597,105808,100207,125,115
79993765888,24315188906,11549714761,1215759387,11549714758,10910519002,639195759,10944147781,605566980,10910519002,10910519002,0,639103881,33628515,605475366,91878,264,91614,0,0,0,10910519002,0,606013786,574127202,31792212,30118615,1291816,1223766,6067,5783,1148492434,67266953,1152030187,63729200,1148492434,1148492434,0,67257607,3537730,63719877,9346,23,9323,1148492434,0,63818520,60462004,3332709,3157131,106252,100626,126,116
80262201344,24396783511,11588472154,1219839124,11588472233,10947129388,641342766,10980870640,607601514,10947129388,10947129388,0,641250568,33740987,607509581,92198,265,91933,0,0,0,10947129388,0,608048193,576055058,31899538,30220291,1296729,1228408,6108,5824,1152345344,67493780,1155894979,63944145,1152345344,1152345344,0,67484401,3549612,63934789,9379,23,9356,1152345344,0,64033355,60665614,3344220,3168010,106699,101048,127,117
80530636800,24478378081,11627229564,1223918835,11627229682,10983742149,643487415,11017596095,609633469,10983742149,10983742149,0,643394904,33853681,609541223,92511,265,92246,0,0,0,10983742149,0,610080980,577980956,32006216,30321416,1301573,1233003,6135,5848,1156198977,67719858,1159760607,64158228,1156198977,1156198977,0,67710451,3561607,64148844,9407,23,9384,1156198977,0,64247521,60868401,3355643,3178835,107159,101490,128,118
80799072256,24559972757,11665986999,1227998561,11665987197,11020356627,645630372,11054323425,611663574,11020356627,11020356627,0,645537531,33966532,611570999,92841,266,92575,0,0,0,11020356627,0,612112414,579905461,32112602,30422138,1306348,1237522,6167,5878,1160053185,67945376,1163626610,64371951,1160053185,1160053185,0,67935932,3573402,64362530,9444,23,9421,1160053185,0,64461414,61071104,3366771,3189379,107618,101928,129,119
81067507712,24641567367,11704744531,1232078273,11704744563,11056966911,647777620,11091046737,613697794,11056966911,11056966911,0,647684440,34079559,613604881,93180,267,92913,0,0,0,11056966911,0,614147695,581833502,32219455,30523473,1311090,1241997,6200,5909,1163907284,68170989,1167492549,64585724,1163907284,1163907284,0,68161525,3585242,64576283,9464,23,9441,1163907284,0,64675221,61273697,3378113,3200115,108061,102351,130,120
81335943168,24723161952,11743501920,1236158065,11743501967,11093578177,649923743,11127771259,615730661,11093578177,11093578177,0,649830259,34192814,615637445,93484,268,93216,0,0,0,11093578177,0,616182032,583760401,32326202,30624636,1315785,1246461,6240,5947,1167761602,68396463,1171358676,64799389,1167761602,1167761602,0,68386968,3597051,64789917,9495,23,9472,1167761602,0,64888999,61476288,3389352,3210751,108487,102758,130,120
81604378624,24804756567,11782259437,1240237779,11782259351,11130189463,652069974,11164495184,617764253,11130189463,11130189463,0,651976155,34305451,617670704,93819,270,93549,0,0,0,11130189463,0,618215585,585687173,32433599,30726451,1320686,1251088,6285,5992,1171615814,68621965,1175225082,65012697,1171615814,1171615814,0,68612430,3609245,65003185,9535,23,9512,1171615814,0,65102808,61678545,3400582,3221360,108908,103158,132,122
81872814080,24886351208,11821016748,1244317477,11821016983,11166802071,654214677,11201220244,619796504,11166802071,11166802071,0,654120538,34417902,619702636,94139,271,93868,0,0,0,11166802071,0,620248396,587613450,32540170,30827362,1325653,1255799,6319,6025,1175469087,68848390,1179090442,65227035,1175469087,1175469087,0,68838824,3621332,65217492,9566,23,9543,1175469087,0,65317285,61881565,3412047,3232213,109360,103592,132,122
82141249536,24967945800,11859774203,1248397270,11859774327,11203412810,656361393,11237943873,621830330,11203412810,11203412810,0,656266918,34530792,621736126,94475,271,94204,0,0,0,11203412810,0,622282614,589540693,32647368,30928923,1330587,1260457,6349,6053,1179323596,69073674,1182956722,65440548,1179323596,1179323596,0,69064077,3633103,65430974,9597,23,9574,1179323596,0,65530800,62083917,3423303,3242884,109842,104051,132,122
82409684992,25049540440,11898531788,1252476971,11898531681,11240027368,658504420,11274671393,623860395,11240027368,11240027368,0,658409625,34643750,623765875,94795,275,94520,0,0,0,11240027368,0,624313511,591464529,32754300,31030214,1335427,1265044,6387,6088,1183177093,69299878,1186822128,65654843,1183177093,1183177093,0,69290247,3645012,65645235,9631,23,9608,1183177093,0,65745186,62287015,3434668,3253649,110260,104448,133,123
82678120448,25131135134,11937289183,1256556709,11937289242,11276637309,660651874,11311394378,625894805,11276637309,11276637309,0,660556778,34756794,625799984,95096,275,94821,0,0,0,11276637309,0,626349194,593392967,32860831,31131217,1340335,1269682,6418,6118,1187030402,69526307,1190687214,65869495,1187030402,1187030402,0,69516629,3656789,65859840,9678,23,9655,1187030402,0,65959592,62490267,3446193,3264580,110711,104870,133,123
82946555904,25212729684,11976046542,1260636405,11976046737,11313251302,662795240,11348121315,627925227,11313251302,11313251302,0,662699840,34869736,627830104,95400,277,95123,0,0,0,11313251302,0,628380196,595317054,32967981,31232582,1345208,1274314,6455,6154,1190883570,69752835,1194552288,66084117,1190883570,1190883570,0,69743125,3668695,66074430,9710,23,9687,1190883570,0,66174277,62693675,3457602,3275391,111113,105241,133,123
83214991360,25294324341,12014803975,1264716151,12014804215,11349863510,664940465,11384846094,629957881,11349863510,11349863510,0,664844774,34982307,629862467,95691,277,95414,0,0,0,11349863510,0,630413381,597243569,33074792,31333774,1350104,1278932,6497,6192,1194737534,69978617,1198418223,66297928,1194737534,1194737534,0,69968887,3680666,66288221,9730,23,9707,1194737534,0,66388556,62896550,3468702,3285938,111496,105610,133,123
83483426816,25375918860,12053561416,1268795858,12053561586,11386476811,667084605,11421572721,631988695,11386476811,11386476811,0,666988590,35095632,631892958,96015,278,95737,0,0,0,11386476811,0,632445846,599168619,33181362,31434655,1354842,1283455,6540,6229,1198590741,70205117,1202283237,66512621,1198590741,1198590741,0,70195369,3692473,66502896,9748,23,9725,1198590741,0,66603196,63100041,3480072,3296673,111967,106058,134,124
83751862272,25457513528,12092318881,1272875632,12092319015,11423089889,669228992,11458298324,634020557,11423089889,11423089889,0,669132672,35208154,633924518,96320,281,96039,0,0,0,11423089889,0,634478593,601094793,33287803,31535419,1359699,1288040,6577,6266,1202445061,70430571,1206149410,66726222,1202445061,1202445061,0,70420794,3704326,66716468,9777,23,9754,1202445061,0,66816819,63302433,3491428,3307431,112411,106478,136,126
84020297728,25539108129,12131076299,1276955419,12131076411,11459704163,671372136,11495025526,636050773,11459704163,11459704163,0,671275503,35321080,635954423,96633,283,96350,0,0,0,11459704163,0,636509694,603018882,33394712,31636657,1364486,1292584,6611,6300,1206299507,70655912,1210015749,66939670,1206299507,1206299507,0,70646099,3716219,66929880,9813,23,9790,1206299507,0,67030499,63504801,3502643,3318083,112819,106868,138,128
84288733184,25620702706,12169833742,1281035129,12169833835,11496317204,673516538,11531751165,638082577,11496317204,11496317204,0,673419576,35433677,637985899,96962,284,96678,0,0,0,11496317204,0,638541400,604943853,33502144,31738480,1369377,1297224,6655,6342,1210153075,70882054,1213881144,67153985,1210153075,1210153075,0,70872200,3728046,67144154,9854,23,9831,1210153075,0,67245166,63708292,3513657,3328464,113239,107270,138,128
84557168640,25702297466,12208591269,1285114867,12208591330,11532928721,675662548,11568475648,640115621,11532928721,11532928721,0,675565292,35546643,640018649,97256,284,96972,0,0,0,11532928721,0,640575433,606870787,33608948,31839654,1374216,1301829,6695,6379,1214007274,71107593,1217747296,67367571,1214007274,1214007274,0,71097710,3739999,67357711,9883,23,9860,1214007274,0,67458831,63910616,3525025,3339257,113716,107710,138,128
84825604096,25783891920,12247348668,1289194602,12247348650,11569537846,677810822,11605197916,642150752,11569537846,11569537846,0,677713202,35659786,642053416,97620,284,97336,0,0,0,11569537846,0,642611015,608799060,33716354,31941483,1379107,1306464,6726,6409,1217860903,71333699,1221612925,67581677,1217860903,1217860903,0,71323785,3751999,67571786,9914,23,9891,1217860903,0,67673258,64113670,3536234,3349857,114155,108131,138,128
85094039552,25865486592,12286106028,1293274361,12286106203,11606146132,679959896,11641918744,644187284,11606146132,11606146132,0,679861954,35772328,644089626,97942,284,97658,0,0,0,11606146132,0,644647509,610728740,33823633,32043254,1384038,1311177,6774,6455,1221714122,71560239,1225478119,67796242,1221714122,1221714122,0,71550294,3763974,67786320,9945,23,9922,1221714122,0,67888001,64317094,3547536,3360533,114618,108564,139,129
85362475008,25947081185,12324863587,1297354085,12324863513,11642759989,682103598,11678645369,646218218,11642759989,11642759989,0,682005340,35885096,646120244,98258,284,97974,0,0,0,11642759989,0,646679044,612653359,33930552,32144584,1388912,1315789,6832,6512,1225567575,71786510,1229343379,68010706,1225567575,1225567575,0,71776540,3775781,68000759,9970,23,9947,1225567575,0,68102582,64520456,3558778,3371202,115038,108969,142,132
85630910464,26028675779,12363620955,1301433831,12363620993,11679370962,684249993,11715368632,648252323,11679370962,11679370962,0,684151468,35997383,648154085,98525,287,98238,0,0,0,11679370962,0,648713126,614581017,34037698,32246124,1393775,1320397,6869,6547,1229421366,72012465,1233209085,68224746,1229421366,1229421366,0,72002451,3787696,68214755,10014,23,9991,1229421366,0,68316781,64723372,3570042,3381858,115486,109393,142,132
85899345920,26110270246,12402378374,1305513528,12402378344,11715983263,686395111,11752093502,650284872,11715983263,11715983263,0,686296320,36109951,650186369,98791,288,98503,0,0,0,11715983263,0,650745756,616506938,34145102,32347921,1398553,1324924,6909,6586,1233275690,72237838,1237075425,68438103,1233275690,1233275690,0,72227780,3799712,68428068,10058,23,10035,1233275690,0,68530263,64925513,3581431,3392596,115941,109825,145,134
